map EGL-G2-A
fac 5 10 {0,175,17,120,113}
hosp 1 {0}
n_ALS 5 1 {1:0,2:175,2:120}
n_BLS 21 1 {6:0,3:175,7:17,2:120,3:113}
n_CLS 5 0 {1:175,1:17,1:120,2:113}
      c_m  head  tail      c_af      c_d  c_tau  c_h
16     27   240   242  0.529070  {0,1,0}     25    0
6      35   217   218  0.882814  {0,3,0}     28    1
46     37   249   252  0.400247  {0,1,0}     35    0
50     77   147   148  0.046925  {0,2,0}     35    1
122    94   164   165  0.644208  {0,3,0}     20    1
52    102   121   155  0.830683  {1,1,0}     36    1
51    129    63    65  0.094826  {0,2,0}     26    1
71    151   233   235  0.172513  {0,0,1}     33    0
87    167   136   137  0.557818  {1,0,0}     27    1
101   186   202   203  0.145466  {1,1,0}     23    1
22    195   136   146  0.452527  {1,0,0}     21    1
100   282   217   219  0.715316  {0,1,0}     35    1
34    298   143   145  0.663244  {0,0,1}     28    1
24    331    60    68  0.808593  {1,1,0}     20    1
9     349   156   162  0.290412  {0,1,0}     40    0
30    389    19    20  0.525906  {0,3,0}     24    0
18    411   113   114  0.112435  {1,2,0}     20    1
21    425    26    28  0.968614  {0,1,0}     35    1
82    438   115   116  0.172305  {0,2,0}     22    1
86    446   172   173  0.398821  {0,1,0}     33    1
119   478    63    65  0.120037  {0,2,0}     39    1
3     483    60    68  0.599302  {1,1,0}     33    1
124   492   198   199  0.815272  {0,3,0}     38    1
36    506   104   105  0.615082  {1,1,0}     40    1
85    516   132   133  0.004009  {0,1,0}     38    0
76    516   140   141  0.211294  {0,2,0}     26    1
54    526   166   175  0.424109  {0,1,0}     28    1
114   527   247   249  0.891456  {0,1,1}     36    0
97    532   142   143  0.714387  {0,1,0}     25    0
43    549    43    46  0.175023  {1,1,0}     34    1
35    557   184   185  0.870060  {1,1,0}     20    1
126   575   141   150  0.785776  {0,1,0}     35    0
88    588   108   109  0.611919  {1,0,0}     25    1
11    595    92    93  0.231270  {1,1,0}     34    1
44    599    74    76  0.085377  {0,1,0}     24    1
68    606    67    68  0.253892  {0,1,0}     22    1
2     612   252   253  0.310323  {0,2,0}     21    0
78    620    28    29  0.629737  {1,0,0}     22    1
12    621   170   171  0.002038  {0,0,1}     25    1
127   627   112   113  0.823286  {1,2,0}     24    1
31    630   178   185  0.530237  {0,1,1}     25    0
0     638    71    73  0.192068  {0,2,0}     28    1
121   652    45    46  0.038831  {0,1,0}     36    1
39    679    85   101  0.187072  {0,3,0}     36    0
64    684   140   141  0.965308  {1,0,0}     31    1
106   691    23   171  0.485590  {1,2,0}     37    1
118   692   236   237  0.812734  {1,1,0}     40    1
66    692   125   152  0.160196  {0,2,0}     27    0
113   692   196   198  0.986040  {0,3,0}     30    1
94    707    35    36  0.468284  {1,1,0}     40    1
103   725    89    90  0.375970  {1,0,0}     30    1
45    725   239   243  0.548872  {0,3,0}     22    1
116   728   175   177  0.002126  {1,1,0}     34    1
99    735   175   177  0.220421  {0,2,0}     35    0
73    749    49    50  0.565682  {0,1,1}     36    0
83    750    69    70  0.607216  {0,2,0}     23    0
56    773    70    71  0.196897  {1,1,0}     26    1
91    776   197   199  0.277147  {0,1,0}     26    0
42    781    63    65  0.480361  {0,0,1}     28    1
28    784   107   108  0.015938  {0,3,0}     21    1
70    790   164   169  0.065392  {0,1,0}     30    1
95    801    67    68  0.793930  {1,0,0}     33    1
7     816   150   151  0.618758  {0,0,1}     22    1
57    817   246   247  0.446871  {0,1,0}     31    1
67    820     1     2  0.204950  {0,0,1}     21    0
115   828    10    11  0.599568  {1,2,0}     29    1
29    829   159   160  0.604740  {0,2,0}     33    0
60    835   120   162  0.549043  {1,0,0}     27    1
15    844   226   227  0.033065  {0,3,0}     33    1
72    860     4    22  0.895965  {0,2,0}     28    1
108   867   136   137  0.641591  {0,2,0}     28    0
32    867   193   246  0.038775  {0,3,0}     21    0
93    880   253   254  0.637054  {0,2,0}     21    0
13    882   168   176  0.897588  {1,1,0}     27    1
98    883   130   137  0.040251  {0,0,1}     30    1
19    904   178   179  0.750640  {0,2,0}     31    1
117   909   239   244  0.486937  {0,1,1}     33    0
4     923    78    79  0.883287  {0,3,0}     20    1
84    923   245   246  0.459208  {0,1,0}     40    1
37    948   155   156  0.528299  {0,2,0}     26    1
25    954   140   142  0.988076  {1,1,0}     27    1
120   956    76    77  0.954346  {0,0,1}     32    0
90    969   205   207  0.048553  {0,0,1}     32    0
62    976   227   233  0.720712  {0,1,1}     29    1
55    979   138   139  0.081639  {0,1,1}     30    1
33    987   106   118  0.109655  {0,2,0}     21    0
14   1010   233   234  0.614963  {0,2,0}     23    0
75   1018   186   198  0.622521  {0,1,0}     35    1
63   1029   227   233  0.546555  {0,2,0}     27    1
80   1034   150   151  0.744966  {0,2,0}     28    1
53   1055    97   112  0.702802  {0,0,1}     33    1
65   1063    27    30  0.329055  {0,1,1}     30    0
59   1077    10    41  0.653557  {0,1,0}     40    1
61   1084   105   107  0.472860  {0,2,0}     36    1
17   1089    36    39  0.023796  {0,2,0}     40    1
96   1125   125   150  0.401381  {0,1,1}     25    1
123  1129    39    52  0.128864  {0,3,0}     35    1
5    1130    21    35  0.549314  {0,3,0}     30    0
109  1134   120   162  0.241979  {1,0,0}     34    1
38   1174    59    60  0.496447  {0,0,1}     27    1
81   1184   141   150  0.088196  {0,2,0}     27    1
58   1194    26    28  0.622538  {0,2,0}     24    0
27   1196    28    29  0.823425  {1,0,0}     22    1
77   1206   145   146  0.258544  {0,2,0}     32    1
26   1218   191   195  0.663862  {0,1,0}     22    0
112  1226   239   244  0.033880  {0,1,0}     22    0
79   1240    54    58  0.258005  {0,0,1}     39    0
92   1249   113   114  0.997391  {0,2,0}     27    0
48   1276   228   230  0.518992  {0,1,1}     30    0
110  1278   247   249  0.039168  {0,2,0}     31    0
107  1281    92    93  0.420111  {1,3,0}     22    1
49   1288     5    26  0.928268  {0,1,0}     23    1
10   1291   126   127  0.600876  {1,1,0}     40    1
47   1306   244   253  0.018845  {0,2,0}     35    0
1    1311    70    79  0.575907  {0,2,0}     28    0
20   1318   195   196  0.142567  {0,2,0}     33    0
102  1318   101   102  0.347639  {0,2,0}     21    1
74   1321   233   235  0.989130  {1,1,0}     27    1
111  1322    89    90  0.618776  {0,3,0}     26    1
89   1322   145   148  0.309520  {1,0,0}     37    1
104  1333   231   232  0.154333  {1,3,0}     21    1
41   1354     5    26  0.805907  {1,0,0}     33    1
8    1362   103   111  0.118975  {0,3,0}     28    0
23   1364   124   125  0.071876  {0,3,0}     26    1
105  1369    17    22  0.347628  {0,1,0}     32    0
40   1408   143   145  0.629390  {0,1,0}     39    1
125  1424     7    30  0.476744  {0,2,0}     34    0
69   1430   204   205  0.432300  {0,1,0}     26    1
