map EGL-G1-A
fac 5 10 {0,95,87,28,4}
hosp 3 {0,240,144}
n_ALS 5 1 {3:0,1:95,1:28}
n_BLS 25 1 {7:0,5:95,5:87,5:28,3:4}
n_CLS 7 0 {3:95,1:87,2:28,1:4}
      c_m  head  tail      c_af      c_d  c_tau  c_h
11     18   222   223  0.309665  {1,0,0}     38    1
34     19    50    52  0.918587  {1,0,0}     36    1
104    53    40    41  0.193726  {0,1,0}     27    0
17     57    73    75  0.042933  {0,2,0}     35    1
20     78    70    71  0.576519  {0,2,0}     27    0
113   144   117   118  0.905277  {1,1,0}     29    1
3     185    45    64  0.107266  {0,1,0}     29    1
111   199   108   109  0.204133  {0,1,1}     25    1
78    199   180   181  0.751981  {1,1,0}     32    1
115   227   241   242  0.838243  {0,0,1}     31    1
72    229   128   129  0.306171  {1,1,0}     25    1
25    243    50    53  0.507714  {1,0,0}     36    1
19    278   220   222  0.172122  {1,1,0}     21    1
32    280   101   110  0.385984  {0,2,0}     23    0
68    296   213   216  0.616871  {1,0,0}     36    1
53    317    75    76  0.107004  {0,3,0}     29    0
85    331   156   160  0.165040  {0,1,0}     25    0
8     387   242   243  0.965258  {1,1,0}     28    1
14    400    73    74  0.738218  {1,1,0}     24    1
84    406   166   167  0.977304  {0,0,1}     24    1
122   413    25    26  0.397277  {1,0,0}     32    1
66    418   196   203  0.636446  {1,1,0}     29    0
9     441   229   230  0.439809  {1,0,0}     29    1
77    442    35    36  0.117760  {0,1,0}     32    1
114   457    77    81  0.214270  {0,1,0}     37    1
23    458   124   151  0.343055  {1,0,0}     39    1
121   459   160   163  0.300322  {0,3,0}     26    0
58    461   190   192  0.499810  {0,2,0}     20    1
30    461   203   210  0.809769  {0,0,1}     21    1
89    478    23   170  0.388683  {1,2,0}     36    1
47    481    66    68  0.310768  {1,1,0}     33    0
118   491   128   137  0.666330  {1,1,0}     22    1
37    526    48    49  0.601911  {0,1,0}     32    1
44    529   190   191  0.541867  {0,2,0}     37    1
18    540   219   221  0.032848  {0,2,0}     29    1
125   540   149   150  0.349199  {1,1,0}     36    1
59    555   110   113  0.149757  {0,3,0}     28    0
1     560   237   238  0.374469  {0,3,0}     28    0
5     562   196   197  0.579259  {0,1,0}     25    0
73    586   100   111  0.962054  {1,0,0}     29    1
91    591   174   175  0.233535  {0,1,1}     40    1
96    597    36    39  0.376358  {0,0,1}     33    1
116   605     5    26  0.116046  {0,0,1}     24    0
28    609   195   197  0.980411  {0,0,1}     25    0
39    609   189   190  0.413785  {0,1,0}     40    1
16    613    57    61  0.971005  {1,1,0}     40    1
119   631   222   225  0.947786  {0,1,0}     23    1
60    652   202   204  0.966612  {0,1,0}     35    1
61    656    68    69  0.182161  {0,1,0}     31    1
67    674   231   232  0.152307  {0,1,0}     32    0
88    678   115   116  0.863113  {0,2,0}     37    0
62    708    10    11  0.370633  {1,0,0}     25    1
127   708   101   102  0.779837  {0,2,0}     32    0
69    711   170   171  0.722938  {0,1,0}     29    1
109   712   128   137  0.396817  {0,1,1}     25    1
0     719    66    68  0.473810  {0,2,0}     39    0
79    724     1     2  0.523815  {0,1,0}     33    0
45    732   246   248  0.696625  {0,3,0}     32    0
120   742   114   115  0.170126  {1,2,0}     28    1
126   743    59    71  0.341860  {0,1,0}     32    1
57    745     8     9  0.396604  {1,1,0}     24    1
40    748    51    52  0.290880  {1,0,0}     35    1
99    749   128   137  0.729053  {0,3,0}     32    1
102   751   139   140  0.952036  {0,1,0}     28    0
12    752    83    85  0.766276  {0,1,0}     22    1
15    764   103   113  0.901832  {1,0,0}     27    1
13    787     3     4  0.865904  {1,0,0}     31    1
94    787   142   144  0.748463  {0,0,1}     32    0
55    789    53    54  0.934219  {0,0,1}     35    1
41    790   125   149  0.956155  {0,1,1}     31    1
80    806   166   167  0.869979  {1,1,0}     24    1
22    842    23   229  0.245000  {1,0,0}     34    1
123   849   178   182  0.019684  {0,1,0}     35    0
24    851   194   195  0.895522  {1,0,0}     30    1
63    866    71    72  0.797965  {0,1,0}     21    0
97    869   129   130  0.549607  {0,0,1}     31    0
93    881    57    61  0.793193  {0,1,0}     26    0
38    888    80    88  0.117646  {0,1,0}     27    1
101   906   104   106  0.885107  {0,3,0}     33    0
29    908   220   222  0.280238  {0,1,0}     32    1
36    921   216   217  0.868547  {0,2,0}     33    1
4     933    13    14  0.282569  {1,0,0}     37    1
105   934   166   167  0.752558  {1,0,0}     34    1
54    936   210   212  0.177052  {0,2,0}     40    0
7     938    19    25  0.864194  {0,1,0}     29    1
75    951    73    74  0.302978  {1,0,0}     33    1
35    969   132   133  0.232598  {1,1,0}     29    1
33    977   129   130  0.801024  {0,1,0}     39    0
81    983    23    86  0.382699  {1,0,0}     20    1
106   996   169   173  0.629810  {0,3,0}     39    1
71   1000     6    27  0.758790  {0,1,0}     22    0
48   1002    23   229  0.118861  {0,2,0}     30    1
51   1007   152   153  0.536309  {1,2,0}     38    1
49   1007    80    88  0.975076  {0,1,0}     39    1
103  1015   132   134  0.883889  {0,1,0}     30    0
86   1019    51    52  0.359660  {0,2,0}     39    1
42   1023   188   189  0.581888  {1,0,0}     32    1
76   1031   198   199  0.878153  {0,2,0}     31    0
52   1032    75    77  0.364947  {0,1,0}     39    0
65   1033    73    74  0.445798  {1,0,0}     39    1
95   1043   226   231  0.316197  {0,2,0}     24    0
70   1049   178   183  0.385294  {0,1,0}     25    1
108  1069   151   154  0.354574  {0,2,0}     28    1
43   1081    98   131  0.306382  {0,2,0}     29    1
83   1091   100   111  0.764297  {1,1,0}     33    1
6    1105   124   149  0.683000  {0,3,0}     33    0
56   1123   118   119  0.261456  {0,1,0}     31    1
124  1129   176   180  0.141042  {0,1,0}     27    1
74   1131   132   133  0.266957  {0,1,0}     24    1
10   1145     8     9  0.763476  {0,1,0}     22    0
46   1164    88    96  0.425015  {0,2,0}     35    0
26   1181    60    67  0.538362  {1,1,0}     26    1
64   1201    53    54  0.855252  {0,2,0}     29    1
107  1234   160   163  0.028065  {0,1,0}     29    1
82   1237   117   118  0.090344  {0,3,0}     20    0
90   1252    37    74  0.394250  {0,1,0}     28    1
110  1270    68    79  0.829736  {1,1,0}     32    1
92   1318    46    47  0.377153  {0,0,1}     22    1
50   1319    53    55  0.362065  {0,0,1}     33    1
27   1321    88    89  0.058430  {0,1,0}     31    1
100  1325   202   203  0.119650  {0,3,0}     28    1
98   1375    39    52  0.736815  {1,0,0}     34    1
31   1417    96   114  0.836650  {1,0,0}     28    1
117  1418   116   118  0.715300  {0,2,0}     23    0
112  1423    85    86  0.257164  {0,3,0}     40    0
87   1428   244   245  0.064829  {0,1,1}     21    1
