map EGL-G1-B
fac 5 10 {0,137,3,193,112}
hosp 1 {0}
n_ALS 9 1 {2:137,3:3,4:112}
n_BLS 24 1 {8:0,4:137,6:3,2:193,4:112}
n_CLS 7 0 {2:0,2:137,1:3,1:193,1:112}
      c_m  head  tail      c_af      c_d  c_tau  c_h
117     2   114   115  0.261716  {1,1,0}     23    1
122    22   167   175  0.761504  {0,1,0}     25    1
4      32   173   181  0.544993  {0,2,0}     40    1
95     44   150   152  0.127276  {0,2,0}     32    0
16     48     0     1  0.311367  {0,3,0}     28    0
90     85    49    56  0.081806  {0,1,1}     30    1
101   101   131   132  0.638935  {0,3,0}     29    0
77    161    35    36  0.600126  {1,2,0}     38    1
104   171   170   171  0.502165  {1,0,0}     20    1
103   234    75    76  0.982780  {0,1,0}     40    1
106   242    45    64  0.336804  {0,1,0}     31    1
1     257    49    50  0.513321  {0,3,0}     40    0
69    272   165   174  0.929198  {1,0,0}     37    1
107   274   241   242  0.930285  {0,0,1}     33    1
37    293   165   174  0.746864  {0,1,0}     22    0
13    297     8     9  0.962427  {1,1,0}     31    1
10    305    36    38  0.184402  {1,0,0}     40    1
66    339    28    29  0.587449  {0,1,0}     25    1
35    361    98   130  0.439016  {0,3,0}     34    1
121   374   241   242  0.552478  {0,2,0}     33    0
57    385   162   167  0.731405  {0,2,0}     38    0
26    405   106   108  0.186058  {0,1,0}     36    1
56    443     4    22  0.925455  {0,1,0}     37    1
43    460   176   180  0.175728  {0,1,0}     25    0
21    472    23   229  0.165147  {0,2,0}     21    1
6     487   144   145  0.096182  {1,0,0}     33    1
17    502   110   113  0.142762  {0,1,0}     22    0
115   505   104   106  0.344476  {0,3,0}     35    1
30    516    16    18  0.955847  {0,2,0}     22    0
81    521   136   137  0.579761  {0,2,0}     31    0
45    539    98    99  0.519641  {0,0,1}     22    1
31    540   178   182  0.089880  {0,0,1}     32    0
87    566    24    26  0.252946  {0,1,0}     39    1
65    569   189   241  0.019735  {0,1,1}     28    1
20    605    16    17  0.423251  {0,3,0}     38    1
19    616   106   107  0.993390  {0,3,0}     39    1
2     628    69    70  0.555083  {1,3,0}     23    1
52    633   215   216  0.337726  {0,3,0}     34    1
99    637    40    41  0.899148  {1,1,0}     38    1
28    639   207   208  0.462200  {0,2,0}     23    1
9     646    85    86  0.303664  {0,0,1}     24    1
44    660   179   180  0.744724  {0,1,0}     36    0
47    662    50    52  0.395466  {0,2,0}     26    1
33    673   225   226  0.341950  {0,2,0}     39    1
8     675   174   175  0.466170  {0,2,0}     39    0
72    721    10    41  0.019511  {1,0,0}     38    1
119   724   207   208  0.879554  {0,3,0}     31    0
64    730   202   203  0.464299  {0,2,0}     30    1
24    734   157   159  0.337196  {0,3,0}     26    0
63    747     1     2  0.839485  {0,3,0}     20    0
48    766    34    41  0.611938  {1,0,0}     29    1
53    784    69    78  0.122061  {0,1,1}     33    1
84    789   165   174  0.240039  {1,0,0}     30    1
109   789   180   181  0.264629  {0,1,1}     32    0
125   789    70    72  0.358163  {0,3,0}     31    1
5     792    77    81  0.781773  {0,1,0}     34    0
62    798     5    23  0.624562  {0,3,0}     37    0
92    800   165   177  0.575330  {0,2,0}     33    0
50    809   184   185  0.597772  {0,2,0}     23    0
22    809    27    30  0.989296  {0,1,0}     25    1
123   814    59    60  0.683191  {0,1,0}     30    1
54    823    94    95  0.549108  {0,1,1}     39    0
15    834    39    72  0.214497  {1,0,0}     37    1
25    837   104   106  0.870675  {0,1,1}     31    0
100   842    92    93  0.270556  {0,2,0}     23    0
29    850   149   150  0.643119  {0,2,0}     37    0
0     861   241   242  0.461481  {1,0,0}     23    1
110   862   139   140  0.808492  {0,0,1}     37    0
34    873     1    12  0.979683  {0,2,0}     22    1
79    875    84   100  0.580955  {0,2,0}     32    1
12    876    15    17  0.200940  {0,2,0}     40    0
71    896   128   129  0.071424  {0,0,1}     27    0
96    901   127   138  0.763297  {1,0,0}     33    1
55    914   130   131  0.279272  {0,1,0}     27    0
112   916   134   135  0.895656  {0,1,1}     29    1
118   918   226   227  0.581265  {0,2,0}     38    1
80    918    70    72  0.132168  {0,1,1}     30    1
97    918    81    84  0.510331  {0,2,0}     39    1
114   926   110   113  0.448323  {1,0,0}     32    1
113   948   211   213  0.519387  {1,1,0}     38    1
78    949   139   141  0.191107  {0,1,0}     29    1
116   957   216   217  0.169300  {0,2,0}     28    1
74    960    51    52  0.828774  {0,1,0}     24    0
91    967   237   238  0.218031  {0,2,0}     40    1
42   1003   102   103  0.600440  {1,2,0}     36    1
76   1013   127   138  0.926359  {1,0,0}     37    1
40   1017   219   221  0.958729  {1,0,0}     24    1
86   1031   229   230  0.926289  {1,2,0}     20    1
49   1036    94    95  0.260262  {0,1,0}     38    0
82   1041   190   191  0.408166  {0,2,0}     35    0
70   1047    66    67  0.850706  {0,2,0}     26    1
38   1052    17    19  0.166160  {0,3,0}     32    1
124  1071   176   180  0.687587  {0,3,0}     26    1
41   1073    23   170  0.619937  {0,3,0}     28    0
126  1074   100   101  0.841881  {0,1,1}     33    0
73   1077   141   142  0.097034  {1,1,0}     25    1
60   1129     6    27  0.121054  {0,3,0}     30    1
93   1140    81    82  0.921783  {0,1,0}     35    1
