map EGL-G1-D
fac 5 10 {0,127,81,36,114}
hosp 3 {0,57,24}
n_ALS 9 1 {2:0,1:127,2:81,3:36,1:114}
n_BLS 18 1 {3:0,4:127,5:81,3:36,3:114}
n_CLS 9 0 {1:0,4:127,3:36,1:114}
      c_m  head  tail      c_af      c_d  c_tau  c_h
13     28    66    68  0.942229  {0,0,1}     30    1
18    177     2    14  0.830840  {0,1,0}     33    1
28    178   140   141  0.349848  {1,0,0}     37    1
8     189    61    62  0.093327  {1,1,0}     25    1
17    207    66    67  0.258209  {0,3,0}     37    0
5     232    32    34  0.257032  {0,1,1}     25    0
19    240    56    57  0.692707  {0,1,0}     20    0
11    267    94    98  0.186793  {1,1,0}     38    0
39    269   115   122  0.630656  {1,2,0}     34    1
33    272   240   241  0.532165  {1,1,0}     23    1
14    331    61    62  0.809467  {1,1,0}     39    0
15    335   240   241  0.873002  {0,2,0}     26    1
117   366    57    61  0.367322  {0,2,0}     40    0
119   371     7     8  0.346912  {1,0,0}     38    1
81    376   111   112  0.346401  {0,1,0}     29    0
94    384   157   159  0.988352  {0,1,0}     34    1
82    429    39    52  0.407954  {0,1,0}     32    1
103   432   180   181  0.427226  {0,1,0}     24    0
50    442    47    48  0.951377  {0,2,0}     26    0
72    448   116   118  0.956670  {1,1,0}     26    1
104   471   240   242  0.657025  {1,2,0}     37    1
113   487   189   190  0.123389  {0,1,0}     30    1
87    490   151   154  0.137034  {0,1,0}     38    1
37    499   195   196  0.477645  {0,1,0}     25    1
83    505   180   181  0.499994  {0,3,0}     35    0
36    508    70    71  0.088113  {1,0,0}     30    1
71    512   178   183  0.527477  {1,1,0}     24    0
80    512   130   131  0.856210  {0,2,0}     25    1
73    533   202   204  0.544631  {0,2,0}     24    1
3     539   227   228  0.297368  {0,3,0}     26    1
48    542    17    22  0.969900  {0,2,0}     35    1
41    578   191   194  0.788687  {0,2,0}     23    0
63    583    28    29  0.592062  {0,1,0}     34    0
109   583   176   179  0.573903  {0,2,0}     35    1
110   587   150   151  0.430270  {0,1,0}     38    0
64    592   107   108  0.177886  {0,3,0}     36    1
7     599    49    50  0.416218  {0,2,0}     36    1
38    629   150   152  0.644654  {1,0,0}     39    1
35    638    47    48  0.398483  {0,1,0}     36    0
127   639    82    83  0.046980  {1,0,0}     25    1
118   646    35    36  0.382464  {0,0,1}     23    0
55    650    57    61  0.819605  {0,1,0}     32    1
98    656   130   131  0.817231  {0,2,0}     30    0
10    659    18    19  0.560587  {0,3,0}     21    1
89    662    58    59  0.083938  {0,0,1}     34    0
25    663   178   179  0.461765  {0,2,0}     28    0
59    680    29    30  0.276584  {0,3,0}     24    1
1     684   216   217  0.385635  {0,1,0}     33    1
46    690    17    19  0.051433  {0,2,0}     38    0
40    721    90    91  0.613018  {0,2,0}     40    0
66    729   175   176  0.369648  {0,0,1}     27    1
52    735    19    20  0.553122  {0,1,0}     39    0
