map EGL-G2-D
fac 5 10 {0,130,173,22,78}
hosp 3 {0,202,247}
n_ALS 7 1 {2:0,2:130,1:173,1:22,1:78}
n_BLS 20 1 {1:0,6:130,2:173,4:22,7:78}
n_CLS 5 0 {1:0,1:130,1:22,2:78}
      c_m  head  tail      c_af      c_d  c_tau  c_h
35      2   140   142  0.240109  {1,3,0}     21    1
38     59   217   218  0.990885  {0,2,0}     34    0
111    87   180   181  0.765142  {1,1,0}     29    1
51     89   244   245  0.002701  {0,2,0}     32    1
103    90    90    92  0.867926  {0,1,1}     27    0
105    97   120   162  0.636322  {0,2,0}     31    1
71    133    43    44  0.103622  {0,2,0}     25    0
80    164    14    15  0.650363  {0,1,0}     25    0
72    189   212   213  0.378243  {0,0,1}     25    1
6     198    53    55  0.980075  {1,0,0}     30    1
31    203   108   109  0.868240  {1,1,0}     38    1
19    239    17    22  0.835251  {0,2,0}     27    1
7     300   221   222  0.159503  {1,0,0}     23    1
102   305   129   138  0.917979  {0,1,0}     35    1
115   364    36    37  0.883130  {1,1,0}     35    1
107   366   185   187  0.444129  {0,0,1}     31    1
24    375   247   248  0.489482  {0,3,0}     30    1
74    388    55    56  0.683215  {0,2,0}     23    1
9     411    49    56  0.562760  {0,1,0}     21    1
3     430   126   150  0.796509  {0,1,0}     29    1
65    437   250   251  0.365977  {0,2,0}     37    1
113   443   145   146  0.184834  {0,1,0}     29    1
79    446     2     3  0.625640  {1,0,0}     20    1
27    486    60    68  0.554181  {1,0,0}     22    1
4     488   208   210  0.815337  {0,1,0}     21    1
40    493   158   159  0.572202  {0,3,0}     36    0
89    493    58    59  0.142690  {0,2,0}     32    0
52    522   120   162  0.794154  {0,1,0}     39    1
99    539    98   127  0.766024  {0,3,0}     26    1
11    539    99   132  0.306091  {1,3,0}     32    0
116   542    32    34  0.579434  {0,2,0}     23    1
122   542   190   191  0.196151  {1,1,0}     33    1
106   557    29    31  0.989060  {0,2,0}     35    0
119   557   196   197  0.754258  {0,2,0}     35    1
78    562    95    99  0.890149  {0,2,0}     26    1
63    571    69    80  0.438714  {0,1,0}     22    1
127   573    83    84  0.282140  {0,2,0}     39    0
93    574   209   216  0.310254  {1,1,0}     21    1
46    581    35    36  0.052852  {0,1,0}     29    1
69    601    43    44  0.414652  {0,3,0}     23    0
67    603    74    75  0.557860  {1,0,0}     20    1
58    605   140   142  0.646829  {0,1,0}     22    1
95    634   234   239  0.157829  {1,0,0}     30    1
86    658    41    51  0.111406  {0,1,1}     23    0
37    658   109   110  0.134680  {0,2,0}     37    1
123   660   253   254  0.868515  {1,1,0}     32    1
68    661   235   236  0.252792  {1,1,0}     32    1
8     662    10    11  0.511797  {0,3,0}     27    1
90    683     5    26  0.416688  {1,0,0}     32    1
100   690    50    52  0.546107  {0,0,1}     26    1
84    692    85   101  0.550713  {0,2,0}     37    0
118   695   205   208  0.234423  {1,0,0}     31    1
87    702    85   101  0.986049  {0,2,0}     32    1
