map EGL-G1-E
fac 5 10 {0,99,107,138,23}
hosp 1 {0}
n_ALS 7 1 {1:99,3:107,3:138}
n_BLS 21 1 {4:0,3:99,2:107,7:138,5:23}
n_CLS 10 0 {2:0,5:99,2:107,1:23}
      c_m  head  tail      c_af      c_d  c_tau  c_h
25      3   212   218  0.030995  {0,2,0}     40    0
69     16   231   236  0.973399  {0,2,0}     38    0
40     73   185   186  0.014860  {0,2,0}     31    0
64    122    50    53  0.988905  {0,2,0}     28    0
30    130   157   159  0.740335  {1,1,0}     35    1
6     171   190   192  0.563680  {0,1,0}     27    1
68    186   142   143  0.085781  {0,1,0}     30    1
123   232   190   192  0.218679  {0,2,0}     27    1
36    241   121   122  0.653754  {1,1,0}     33    1
34    249   177   184  0.239725  {1,1,0}     30    1
106   323    92    93  0.584813  {0,1,0}     37    0
65    353    23    86  0.155292  {0,3,0}     40    0
88    366    59    60  0.371778  {0,0,1}     24    1
54    371   162   166  0.133237  {0,2,0}     25    0
56    390   242   243  0.667875  {0,2,0}     34    1
127   421   157   158  0.237726  {0,3,0}     33    1
107   421    39    72  0.665661  {0,2,0}     38    0
5     441   150   151  0.639172  {0,1,0}     39    0
95    454   101   110  0.807973  {1,1,0}     26    1
9     472   196   203  0.052680  {0,2,0}     23    1
19    474    96   114  0.806784  {1,0,0}     31    1
50    496   189   190  0.697531  {1,2,0}     22    1
62    522   145   146  0.040356  {0,2,0}     22    1
10    525   206   207  0.819953  {0,2,0}     28    0
70    526     5    26  0.633568  {0,1,1}     31    1
116   528    18    20  0.703664  {1,3,0}     26    1
46    530   151   152  0.314782  {1,0,0}     35    1
126   532   114   115  0.920753  {1,1,0}     24    1
120   537    94    95  0.122774  {0,1,0}     29    1
73    539     3     4  0.996683  {1,0,0}     36    0
14    568   246   248  0.675252  {0,1,1}     34    1
109   573    68    79  0.316041  {0,2,0}     30    1
15    576    89    90  0.849732  {1,0,0}     20    1
49    576   155   161  0.326542  {0,1,1}     32    1
112   603    96    97  0.619589  {0,2,0}     22    1
21    618   162   166  0.129880  {0,1,0}     28    1
63    634   125   126  0.832589  {0,1,0}     22    0
124   642   242   245  0.023161  {1,1,0}     22    1
115   643   232   234  0.453760  {0,2,0}     35    0
103   666   165   166  0.377849  {0,1,0}     33    1
125   666    75    77  0.874894  {1,1,0}     36    1
79    675   226   231  0.347709  {0,2,0}     28    0
42    679   132   134  0.074866  {0,1,1}     22    0
81    683    19    20  0.109989  {0,1,0}     38    0
105   694    25    26  0.641795  {0,0,1}     24    0
57    698    31    32  0.733250  {1,1,0}     21    1
37    699    68    69  0.180399  {0,1,0}     40    1
33    702     2     3  0.522282  {1,1,0}     38    1
38    703   115   116  0.277883  {1,1,0}     39    1
102   714     4    22  0.913972  {0,1,0}     20    1
48    722    30    33  0.948491  {0,0,1}     26    1
4     725   185   186  0.205423  {0,2,0}     40    1
99    726   154   155  0.995965  {0,3,0}     39    1
94    728   193   194  0.681906  {0,3,0}     38    0
22    732   199   202  0.004772  {1,0,0}     29    1
104   739   111   112  0.205157  {1,1,0}     32    1
77    740   222   223  0.742260  {0,0,1}     27    0
11    742    50    52  0.803657  {1,0,0}     37    1
110   743   131   132  0.087528  {0,1,0}     33    1
47    746   246   248  0.719728  {0,1,1}     38    1
118   756   100   101  0.819698  {1,0,0}     26    1
90    773   103   104  0.618746  {0,1,0}     20    1
66    791    18    20  0.113257  {1,1,0}     28    1
96    801   179   180  0.463851  {0,1,0}     38    1
20    821    17    22  0.286070  {1,1,0}     37    1
87    829   174   176  0.677802  {0,0,1}     25    1
28    831    49    56  0.805027  {0,1,0}     30    1
45    837   132   133  0.464383  {1,1,0}     35    1
41    850    81    84  0.196917  {0,1,1}     40    1
59    853   188   189  0.455085  {0,2,0}     33    1
23    864     2    14  0.477294  {0,0,1}     20    0
2     866   194   195  0.910929  {0,3,0}     25    0
86    871    94    95  0.609147  {0,2,0}     30    0
12    874   106   108  0.735347  {0,2,0}     38    1
31    882    49    50  0.650495  {0,1,1}     25    0
78    883   124   151  0.462403  {1,0,0}     23    1
82    887   130   131  0.468402  {1,1,0}     37    1
83    892    14    15  0.956911  {1,0,0}     25    1
114   894   223   224  0.877532  {0,3,0}     22    1
111   902    96   111  0.916643  {1,1,0}     23    1
17    914    65    92  0.544278  {0,3,0}     20    1
7     960   108   109  0.519412  {0,1,0}     23    0
51    963   202   204  0.845617  {0,1,0}     23    1
72    965   137   138  0.838949  {1,1,0}     22    0
29    973   124   151  0.112905  {0,0,1}     21    1
35    990   238   239  0.351995  {0,2,0}     22    1
16   1018    22    24  0.374138  {1,0,0}     20    1
67   1023   132   134  0.259147  {1,1,0}     28    1
13   1027    98   130  0.318107  {0,0,1}     23    0
117  1028   124   151  0.466926  {1,1,0}     26    1
60   1030   105   107  0.354813  {1,0,0}     30    1
121  1041   207   208  0.672876  {0,2,0}     23    1
52   1042   151   154  0.536929  {0,3,0}     31    0
43   1046   213   216  0.789979  {0,3,0}     24    1
122  1049   215   216  0.875126  {0,2,0}     39    1
75   1051   175   176  0.805963  {0,1,0}     33    1
1    1072   241   242  0.509444  {0,1,0}     27    1
61   1078   225   227  0.183694  {0,2,0}     38    0
3    1082   130   131  0.928116  {1,1,0}     36    1
32   1085   155   156  0.653695  {1,0,0}     23    1
101  1088   116   118  0.590013  {0,1,0}     20    0
97   1104   191   193  0.045412  {0,0,1}     21    0
71   1110   116   118  0.954497  {0,3,0}     21    1
100  1111    68    69  0.394025  {0,1,0}     34    0
93   1135   211   212  0.322513  {0,2,0}     21    1
53   1155   132   133  0.684023  {0,1,0}     33    1
91   1159   115   122  0.163508  {0,2,0}     38    1
119  1166   174   176  0.605713  {0,1,0}     28    1
27   1167   175   176  0.354920  {1,0,0}     27    1
92   1184    45    46  0.225039  {1,1,0}     24    1
108  1185   222   223  0.532411  {0,2,0}     22    0
55   1186   132   133  0.668676  {0,1,0}     34    0
58   1202   179   180  0.594830  {0,3,0}     22    0
18   1225   104   105  0.125223  {0,2,0}     36    1
26   1227    42    43  0.956815  {0,1,1}     26    0
0    1242    58    59  0.311191  {1,1,0}     21    1
44   1268   116   118  0.771136  {0,1,0}     20    0
85   1273    18    20  0.895841  {1,0,0}     35    1
89   1283     8    33  0.699342  {1,1,0}     38    1
80   1289   189   190  0.723702  {1,1,0}     39    1
24   1293    80    88  0.627675  {0,1,1}     32    0
113  1294   242   245  0.211210  {0,1,1}     22    0
76   1298     8     9  0.572114  {0,2,0}     28    1
8    1313   125   149  0.306381  {0,0,1}     21    1
74   1332   128   129  0.946961  {0,0,1}     35    0
84   1356    34    41  0.391072  {0,1,1}     25    0
39   1356    40    41  0.918231  {1,0,0}     36    1
98   1419    18    19  0.726759  {1,1,0}     21    1
