map EGL-G1-B
fac 5 10 {0,202,177,60,217}
hosp 1 {0}
n_ALS 6 1 {1:177,2:60,3:217}
n_BLS 21 1 {2:0,6:202,6:177,2:60,5:217}
n_CLS 5 0 {2:0,1:177,1:60,1:217}
      c_m  head  tail      c_af      c_d  c_tau  c_h
115    37    10    41  0.417141  {0,1,0}     28    0
21     54    77    78  0.195022  {0,3,0}     40    1
81     96    11    42  0.549887  {1,0,0}     34    1
98    107   189   190  0.185207  {0,3,0}     22    1
45    113     4     5  0.077900  {1,0,0}     22    1
110   136   225   226  0.467463  {1,1,0}     40    1
46    137   158   159  0.042582  {1,1,0}     34    1
29    145   144   147  0.927853  {1,1,0}     36    1
71    155     3     4  0.005196  {1,1,0}     21    1
92    164    75    76  0.206489  {0,2,0}     29    0
38    212   157   159  0.376501  {0,0,1}     22    1
55    228    18    20  0.594365  {0,3,0}     22    0
103   232   123   124  0.126200  {0,1,0}     26    1
41    236   189   190  0.813228  {1,1,0}     38    1
75    243   246   248  0.437122  {0,1,0}     30    1
102   289   204   205  0.113122  {0,1,0}     36    1
16    313   191   194  0.349144  {0,3,0}     24    1
73    328   212   218  0.180024  {0,0,1}     21    1
96    418   171   172  0.408155  {0,2,0}     30    1
94    434    18    19  0.832829  {1,1,0}     30    0
7     451    65    66  0.319268  {0,1,1}     30    1
87    460    34    41  0.819470  {0,1,1}     34    1
23    480     1     2  0.371968  {0,1,0}     31    1
10    489   121   122  0.135296  {0,2,0}     21    0
68    501    88    89  0.841986  {1,0,0}     27    1
63    525   158   160  0.930532  {0,2,0}     32    0
52    529    79    80  0.874158  {0,3,0}     39    1
12    529   225   227  0.853204  {1,1,0}     30    1
84    548    19    20  0.526024  {1,1,0}     34    1
36    549   132   134  0.340529  {0,2,0}     37    0
64    553   112   114  0.346103  {1,0,0}     35    1
79    555   190   192  0.088725  {0,1,0}     23    0
116   558    73    75  0.518627  {1,1,0}     31    1
97    561   106   108  0.275345  {0,2,0}     37    1
6     568    26    28  0.013639  {0,1,0}     31    0
80    571     0     1  0.247007  {1,1,0}     40    1
112   577    66    68  0.059798  {0,1,0}     36    1
9     583   128   129  0.832336  {1,0,0}     20    1
107   585    23   149  0.747400  {1,0,0}     26    1
34    587   163   168  0.137942  {1,0,0}     21    1
109   593   120   154  0.435383  {0,2,0}     25    1
91    597    14    15  0.745633  {1,1,0}     25    1
61    598   160   164  0.885982  {1,1,0}     33    1
77    602    69    70  0.016315  {0,3,0}     38    1
33    606   160   164  0.985349  {1,1,0}     37    1
13    607   191   193  0.620862  {0,2,0}     22    1
1     609   165   174  0.258421  {1,1,0}     30    1
44    614   162   167  0.841902  {0,3,0}     21    0
26    623   245   246  0.486391  {0,1,0}     26    0
3     626     8    33  0.361737  {1,0,0}     38    0
74    638    27    28  0.252659  {1,0,0}     22    1
17    646   150   151  0.676985  {0,1,1}     26    0
30    650   243   244  0.716759  {0,0,1}     31    1
37    662    83    84  0.377246  {0,2,0}     37    1
14    663   123   124  0.213144  {0,2,0}     21    0
76    672   180   181  0.177221  {0,1,0}     25    1
51    692   124   149  0.799213  {0,3,0}     36    0
27    700    78    79  0.438415  {0,3,0}     40    0
28    700    13    14  0.903196  {0,2,0}     32    0
95    713   139   140  0.931760  {0,1,1}     34    1
99    714    75    77  0.823801  {0,1,0}     21    1
82    718   147   148  0.991450  {0,1,0}     37    0
67    720   156   160  0.715921  {0,1,0}     39    1
39    724   102   103  0.603902  {1,1,0}     39    1
108   726    94    98  0.366462  {0,1,1}     38    1
54    728   207   208  0.118765  {0,3,0}     30    0
20    739   155   156  0.275368  {1,1,0}     32    1
24    754   169   173  0.636122  {0,3,0}     21    1
78    776   226   231  0.641265  {0,1,1}     35    1
118   779     1     2  0.553236  {1,1,0}     25    1
25    791    98    99  0.924665  {1,0,0}     39    1
113   792     3     4  0.677555  {1,1,0}     25    1
123   804     9    34  0.472960  {1,1,0}     30    1
53    804    69    78  0.207009  {0,1,0}     24    1
70    841   162   166  0.429966  {0,2,0}     26    0
120   842   121   123  0.522468  {0,3,0}     23    1
85    843    84   100  0.388124  {0,2,0}     29    1
0     854    98   131  0.640380  {0,1,0}     30    1
90    877    32    33  0.717663  {1,0,0}     29    1
35    878    23   149  0.093461  {0,3,0}     34    0
58    884   129   130  0.861199  {1,1,0}     36    1
89    893   129   136  0.632763  {0,3,0}     39    1
119   896   156   162  0.010273  {1,1,0}     34    1
62    897   107   108  0.697874  {0,2,0}     34    0
127   902    23   229  0.579339  {0,2,0}     30    1
65    909   185   186  0.530634  {1,1,0}     30    1
86    919   118   119  0.751984  {0,1,0}     25    1
32    922   136   137  0.037375  {0,1,0}     30    1
8     925     1    12  0.703552  {1,1,0}     22    1
42    928   210   212  0.746498  {0,2,0}     20    0
56    931   238   240  0.037863  {0,2,0}     22    1
126   943    69    78  0.584760  {1,1,0}     39    1
124   944   242   243  0.926021  {0,0,1}     29    1
5     954    28    29  0.310400  {0,3,0}     31    1
2     959    83    85  0.689609  {0,3,0}     28    1
83    964     5    23  0.527573  {0,1,1}     21    1
125   971   195   197  0.963779  {0,2,0}     32    1
101   973    53    55  0.238059  {0,2,0}     38    1
50    981   220   222  0.345826  {0,1,1}     24    1
47    987   213   214  0.609131  {0,1,0}     20    1
106  1005    77    78  0.508232  {0,1,0}     29    1
15   1009     0     1  0.779037  {1,0,0}     27    1
59   1023   195   196  0.248061  {0,3,0}     34    1
11   1041    68    79  0.179047  {0,1,0}     36    0
105  1046   169   170  0.776036  {0,2,0}     29    0
93   1052   126   127  0.328924  {0,1,0}     24    0
122  1056   151   154  0.760678  {0,1,0}     30    1
72   1060    46    47  0.228301  {0,2,0}     37    1
40   1069   126   127  0.508120  {0,0,1}     39    1
66   1081    79    80  0.057384  {0,2,0}     34    1
31   1110   157   158  0.838548  {1,0,0}     21    1
