map EGL-G1-E
fac 5 10 {0,179,151,47,23}
hosp 1 {0}
n_ALS 5 1 {2:0,1:179,2:151}
n_BLS 19 1 {4:0,5:179,4:151,2:47,4:23}
n_CLS 6 0 {2:0,1:151,2:47,1:23}
      c_m  head  tail      c_af      c_d  c_tau  c_h
26      6   137   138  0.808135  {0,2,0}     29    0
2      14   237   238  0.373855  {1,0,0}     33    1
49     25     9    10  0.814131  {0,2,0}     25    0
0      91    12    16  0.886069  {0,3,0}     30    1
87    133   160   164  0.023214  {0,1,0}     28    1
78    187   169   173  0.764302  {0,1,1}     30    0
62    219   169   173  0.143574  {0,3,0}     40    1
104   228    79    80  0.948338  {0,2,0}     31    1
109   232    73    74  0.803100  {0,1,0}     28    1
28    238   210   212  0.706725  {0,1,0}     32    0
75    255    28    29  0.239468  {0,2,0}     30    0
97    296    68    79  0.865044  {0,1,1}     23    1
61    303    94    98  0.543809  {1,0,0}     35    1
119   325    30    33  0.791030  {0,1,0}     20    1
31    342    18    19  0.296923  {1,1,0}     20    0
39    356   199   201  0.537189  {0,1,0}     27    1
127   361   165   177  0.466723  {0,2,0}     22    0
115   375   156   160  0.677801  {1,0,0}     36    1
57    382   125   126  0.790416  {0,3,0}     32    1
86    446    45    46  0.131075  {0,2,0}     25    1
126   532   191   193  0.878996  {0,1,0}     24    1
77    534    17    19  0.725941  {0,3,0}     29    1
12    535    59    60  0.661402  {0,2,0}     40    1
54    544    41    51  0.753291  {0,1,0}     32    0
14    548   122   123  0.594752  {1,0,0}     40    1
110   561    89    90  0.859474  {1,0,0}     26    1
102   562   237   240  0.901478  {1,1,0}     40    1
44    587   197   198  0.453341  {0,1,0}     21    1
67    592    58    59  0.942296  {0,2,0}     20    0
58    605   142   143  0.698708  {0,1,0}     39    1
74    612   138   139  0.875136  {0,2,0}     20    1
6     619   105   107  0.357742  {1,0,0}     32    1
90    623    80    81  0.454721  {0,2,0}     24    0
52    635   141   142  0.552518  {0,2,0}     32    1
95    648   106   107  0.716721  {0,1,1}     23    1
88    650   240   242  0.885699  {0,1,0}     24    1
55    659   165   166  0.601547  {0,3,0}     24    1
23    690   122   123  0.628639  {0,1,0}     21    0
43    705   189   241  0.734793  {0,1,0}     32    1
64    722    23   170  0.278312  {0,2,0}     26    0
5     725    98   130  0.498964  {0,1,0}     27    0
34    740    47    48  0.129066  {0,1,0}     22    1
50    747   158   160  0.974686  {0,1,0}     40    0
8     750     2    14  0.979973  {0,1,0}     27    1
72    769   141   142  0.441124  {0,1,0}     23    0
111   774   244   245  0.322777  {0,2,0}     37    1
4     798    65    66  0.190488  {0,0,1}     27    0
38    831    51    52  0.983517  {1,0,0}     30    1
122   832    10    11  0.440821  {0,1,0}     40    0
73    837    35    36  0.450864  {1,0,0}     36    1
113   838   101   102  0.634154  {0,2,0}     32    0
25    838   105   107  0.227790  {0,1,0}     25    1
103   850   240   241  0.569853  {0,2,0}     38    0
123   858    49    56  0.866853  {0,2,0}     34    1
94    871   197   198  0.774277  {1,1,0}     27    1
18    884   206   207  0.606191  {0,3,0}     28    0
98    886    18    20  0.113008  {1,0,0}     33    1
65    889    88    96  0.132098  {0,2,0}     36    1
13    893   165   166  0.318551  {1,1,0}     27    1
46    917   110   113  0.880713  {0,2,0}     28    1
76    918   124   125  0.001530  {0,3,0}     36    1
