map EGL-G2-B
fac 5 10 {0,163,142,198,122}
hosp 1 {0}
n_ALS 5 1 {1:0,3:163,1:198}
n_BLS 18 1 {4:0,3:163,3:142,2:198,6:122}
n_CLS 8 0 {1:0,2:142,2:198,3:122}
      c_m  head  tail      c_af      c_d  c_tau  c_h
41     52   178   179  0.834496  {0,1,1}     29    0
70     67    12    16  0.134920  {1,0,0}     20    1
69     92    19    25  0.495301  {1,1,0}     35    1
78    100   121   155  0.223973  {0,1,0}     27    0
89    103   221   222  0.014581  {0,0,1}     31    1
38    178    37    75  0.480593  {0,2,0}     37    1
23    188   129   130  0.586604  {0,2,0}     24    1
107   205    14    15  0.842930  {0,3,0}     27    1
105   249   196   197  0.525857  {0,1,0}     25    1
54    251   245   246  0.664473  {0,1,0}     26    1
83    335   150   151  0.285022  {0,1,0}     22    1
58    359   186   188  0.993616  {0,1,0}     33    0
87    410   185   187  0.674214  {0,3,0}     27    1
104   413    99   131  0.464052  {1,0,0}     38    0
66    432   108   109  0.045380  {1,0,0}     26    1
2     433    73    74  0.994676  {1,0,0}     40    0
95    448   227   233  0.663394  {0,2,0}     36    0
34    454    12    13  0.070958  {0,3,0}     22    0
110   472   103   111  0.519219  {0,3,0}     37    0
63    473   102   103  0.955194  {0,2,0}     21    0
39    475   231   232  0.950485  {0,1,0}     25    0
3     501    87    88  0.604876  {1,1,0}     32    1
32    501    74    76  0.686987  {1,1,0}     34    1
25    524   227   233  0.968250  {0,1,0}     37    1
46    553   145   148  0.166474  {0,2,0}     34    0
35    557    43    46  0.879555  {0,2,0}     20    0
14    559    54    58  0.664505  {0,1,0}     26    0
60    562   105   106  0.696953  {0,2,0}     23    1
77    569   253   254  0.284103  {0,1,0}     35    1
67    578    96    98  0.391241  {0,3,0}     25    1
103   616   193   194  0.365143  {1,1,0}     30    1
44    633     0    21  0.120176  {0,2,0}     35    1
91    634     5    26  0.572702  {0,3,0}     28    0
108   645    54    58  0.100144  {0,1,0}     23    1
122   654   247   249  0.343559  {0,1,1}     40    1
6     662   151   153  0.605534  {0,2,0}     36    0
33    671   170   174  0.218793  {0,3,0}     27    1
62    671   102   103  0.486420  {1,1,0}     26    1
94    679   226   229  0.844556  {0,1,0}     38    1
24    693    99   131  0.074049  {0,3,0}     28    0
27    706   108   109  0.708144  {1,0,0}     39    1
51    708   213   215  0.969694  {1,0,0}     37    1
96    710   213   215  0.301417  {1,0,0}     29    1
29    712    39    73  0.829291  {0,1,0}     39    1
85    714   137   138  0.233233  {1,3,0}     38    1
19    717   136   137  0.385847  {1,0,0}     29    1
127   725    79    80  0.648578  {0,1,1}     39    0
56    731   116   123  0.431507  {1,0,0}     36    1
26    733    38    40  0.292215  {0,0,1}     31    1
