map EGL-G2-C
fac 5 10 {0,221,145,69,162}
hosp 2 {0,89}
n_ALS 6 1 {1:0,4:145,1:162}
n_BLS 25 1 {9:0,4:221,5:145,3:69,4:162}
n_CLS 6 0 {1:221,1:145,1:69,3:162}
      c_m  head  tail      c_af      c_d  c_tau  c_h
50      5   153   154  0.208748  {1,1,0}     39    1
86     36     5    26  0.358307  {0,2,0}     29    0
108   117   164   165  0.324410  {0,1,0}     30    0
79    127    17    19  0.510738  {0,2,0}     20    1
21    134   143   144  0.269766  {1,0,0}     23    1
102   150    27    30  0.288967  {1,0,0}     30    1
69    169    23    87  0.857106  {0,1,0}     21    0
113   183    74    76  0.653141  {0,1,0}     40    0
33    207   107   109  0.629909  {0,2,0}     29    0
27    208    29    30  0.543150  {1,1,0}     31    1
19    249   226   227  0.262182  {0,0,1}     27    0
101   272    90    92  0.617815  {1,1,0}     20    1
105   283   151   152  0.576540  {1,1,0}     21    1
125   299    34    41  0.014639  {0,0,1}     26    1
78    309   105   107  0.739870  {0,2,0}     38    1
59    316   154   157  0.920601  {1,0,0}     35    1
46    321   156   162  0.797835  {1,1,0}     31    1
22    352   143   145  0.887890  {1,3,0}     31    1
24    362   226   229  0.314694  {0,2,0}     27    0
56    373    50    52  0.568219  {1,1,0}     31    1
95    391     7     8  0.028300  {0,2,0}     33    1
85    432    31    32  0.653507  {0,1,0}     34    0
55    434    91    92  0.051659  {0,1,1}     31    1
25    447     0     1  0.016905  {0,2,0}     27    1
127   447   197   199  0.271744  {0,1,0}     31    1
58    451   112   113  0.451996  {0,2,0}     38    1
71    451   197   200  0.710554  {1,1,0}     35    0
90    461   170   171  0.129890  {0,3,0}     28    1
68    462   179   183  0.105018  {1,0,0}     32    1
1     475    91    92  0.153075  {1,1,0}     23    1
81    478    32    33  0.771962  {1,0,0}     36    1
26    502    11    42  0.324303  {0,1,0}     34    1
15    524   125   152  0.711201  {0,2,0}     25    1
45    529    28    29  0.545967  {0,1,0}     21    1
84    539    68    69  0.975920  {1,0,0}     22    1
37    541    31    32  0.641885  {0,2,0}     28    1
74    558    29    31  0.936760  {1,1,0}     38    1
10    562   129   130  0.558488  {0,3,0}     37    0
75    563   251   252  0.902318  {0,3,0}     34    1
62    564   237   238  0.161213  {1,0,0}     27    1
61    573     1    12  0.807169  {0,3,0}     33    1
16    578    63    65  0.325048  {0,2,0}     22    1
14    580    56    57  0.397579  {0,2,0}     40    1
93    582    70    71  0.537073  {0,3,0}     39    1
9     587   194   242  0.411584  {0,2,0}     29    0
3     613   231   232  0.294019  {0,3,0}     26    1
91    619   143   144  0.514572  {0,1,0}     39    0
111   624    17    22  0.562979  {0,1,1}     32    0
2     629   156   157  0.850053  {1,1,0}     29    1
47    633   186   198  0.030200  {0,1,0}     34    1
28    641   185   186  0.479054  {1,1,0}     24    0
11    645   106   108  0.651699  {0,3,0}     21    1
88    646   179   184  0.110083  {0,2,0}     28    0
36    655   231   232  0.566112  {0,2,0}     37    0
64    664     9    10  0.270922  {0,3,0}     33    1
32    669    99   100  0.035651  {0,2,0}     27    1
49    682   135   147  0.886257  {0,1,0}     31    1
87    702   237   238  0.325904  {0,1,0}     38    1
123   708   180   181  0.968577  {0,3,0}     26    0
121   715   202   209  0.725134  {1,1,0}     29    1
12    741   166   167  0.071084  {1,1,0}     24    1
83    753    12    13  0.812850  {1,0,0}     34    1
115   761    10    41  0.478990  {0,2,0}     22    1
8     768   154   157  0.982478  {0,2,0}     36    1
5     772   253   254  0.589860  {0,3,0}     29    1
104   800   135   136  0.279413  {1,1,0}     29    1
60    836    98   127  0.879500  {0,3,0}     24    0
17    846   163   167  0.716683  {0,1,0}     32    1
51    853   147   148  0.708360  {0,2,0}     38    1
112   871    32    33  0.650626  {1,1,0}     29    1
48    874   103   111  0.091469  {1,1,0}     38    1
117   881     1     2  0.227774  {0,3,0}     24    1
4     886    91    96  0.312723  {1,1,0}     34    1
100   887   166   178  0.936122  {0,2,0}     28    1
52    888   227   229  0.782781  {0,2,0}     30    0
41    907    98   127  0.037966  {1,1,0}     31    1
106   910   208   209  0.821186  {0,2,0}     23    1
73    913   205   208  0.118686  {0,2,0}     25    0
122   914    83    84  0.216317  {1,1,0}     37    1
20    915    43    45  0.913341  {0,1,1}     38    0
120   917    34    41  0.261601  {1,0,0}     29    1
98    932    69    80  0.412146  {1,0,0}     31    1
114   942   145   148  0.606396  {0,1,0}     38    1
53    967   166   167  0.802389  {1,1,0}     31    1
96    967    31    38  0.030981  {1,1,0}     20    1
6     968   159   160  0.834404  {1,0,0}     40    1
80    968    24    25  0.782875  {1,1,0}     20    1
116   974   129   138  0.332998  {0,1,0}     31    0
94    976   157   163  0.901512  {1,1,0}     24    1
107   978   113   114  0.481267  {0,0,1}     38    0
18    982    38    40  0.065312  {0,1,0}     34    1
82    983    17    22  0.383118  {1,3,0}     31    1
124   992   104   105  0.396889  {0,2,0}     31    1
44   1003   145   146  0.613253  {1,1,0}     38    1
43   1015   130   137  0.131830  {0,0,1}     20    1
103  1027    61    65  0.244965  {0,1,1}     27    1
38   1039    10    41  0.652421  {0,3,0}     29    0
65   1042   122   124  0.561866  {1,0,0}     33    1
99   1044     9    10  0.460204  {0,2,0}     34    1
57   1057    20    21  0.406978  {1,0,0}     36    1
42   1067   179   184  0.568011  {0,2,0}     27    0
63   1068   233   254  0.229750  {0,3,0}     20    1
70   1077    67    69  0.965288  {0,3,0}     40    1
40   1083    91    96  0.415780  {0,1,0}     24    0
