map EGL-G2-C
fac 5 10 {0,124,166,103,238}
hosp 3 {0,120,54}
n_ALS 10 1 {2:0,1:124,2:166,2:103,3:238}
n_BLS 16 1 {4:0,2:124,1:166,5:103,4:238}
n_CLS 6 0 {2:0,1:124,1:166,2:238}
      c_m  head  tail      c_af      c_d  c_tau  c_h
26     24     9    10  0.864444  {0,3,0}     20    0
17     41   117   121  0.874263  {0,0,1}     30    1
67     44   105   106  0.780560  {0,3,0}     25    0
120    52   135   136  0.682182  {1,1,0}     27    1
88     95   231   232  0.138508  {0,0,1}     39    1
114   102     3    15  0.042188  {0,3,0}     35    1
59    118   175   177  0.807021  {0,1,0}     20    1
106   122    71    73  0.009933  {0,3,0}     21    0
47    128   204   206  0.485600  {0,2,0}     29    0
111   187    48    57  0.869463  {0,1,0}     36    0
27    205    60    68  0.893796  {0,1,0}     26    0
104   274    13    14  0.020104  {0,2,0}     30    1
23    302   193   246  0.960755  {1,1,0}     30    1
50    306   122   124  0.064650  {0,3,0}     38    1
77    311   104   114  0.889613  {1,1,0}     33    1
54    347    99   100  0.157317  {0,2,0}     33    1
98    348    46    47  0.487746  {1,1,0}     32    1
71    375   208   210  0.566992  {0,2,0}     23    0
113   378    63    65  0.626956  {0,1,0}     32    1
122   395    37    75  0.791275  {0,0,1}     32    0
80    412    62    63  0.551499  {0,1,0}     31    0
92    418   185   186  0.369568  {1,1,0}     25    1
81    441    84    86  0.299607  {0,2,0}     32    1
18    452   166   178  0.979890  {1,0,0}     33    1
5     471   228   230  0.888074  {0,1,0}     37    1
60    520    89    90  0.882269  {0,3,0}     36    0
36    534   117   119  0.923566  {0,2,0}     25    1
25    544   177   181  0.297238  {0,2,0}     23    1
108   550    70    71  0.759028  {0,3,0}     32    1
103   553   213   214  0.903226  {0,1,0}     21    0
29    561   128   129  0.940748  {1,0,0}     31    1
87    566   202   203  0.160619  {1,0,0}     34    1
82    568    59    60  0.975552  {1,1,0}     22    1
21    573   128   129  0.677950  {0,1,0}     24    1
76    584     8     9  0.501770  {0,2,0}     30    0
32    595    10    11  0.916819  {1,0,0}     31    1
121   597     8    33  0.272410  {0,3,0}     24    0
58    609     3     4  0.208962  {1,1,0}     25    1
28    619   116   117  0.972996  {1,1,0}     40    1
90    625    99   131  0.090749  {0,3,0}     22    1
44    633   192   193  0.560934  {0,1,0}     27    0
89    636   188   189  0.010119  {1,1,0}     36    1
49    641   143   145  0.606127  {0,1,0}     38    1
94    644   240   241  0.618740  {0,1,1}     33    1
99    645   234   239  0.304334  {0,3,0}     22    0
8     646   217   219  0.525975  {1,1,0}     25    1
96    647   185   187  0.682222  {0,3,0}     22    1
24    649   126   150  0.149305  {0,2,0}     32    1
56    651   191   195  0.435106  {1,0,0}     29    1
2     674   216   217  0.352167  {0,1,0}     31    1
72    683   226   251  0.219233  {0,1,0}     36    1
85    698   239   243  0.842799  {0,1,0}     23    0
12    713   119   120  0.570802  {0,2,0}     31    1
66    736   222   223  0.194272  {0,1,0}     23    1
16    736   122   123  0.844497  {0,3,0}     22    0
64    738    70    71  0.191427  {0,1,0}     33    0
91    740    53    55  0.255756  {0,1,0}     39    1
34    745    23   237  0.474811  {0,2,0}     31    1
93    750     7     8  0.929349  {0,2,0}     25    0
46    756   139   140  0.926010  {0,1,0}     27    1
84    761   221   222  0.611349  {0,2,0}     27    1
31    773    66    93  0.893131  {1,1,0}     33    1
61    797    82    85  0.499003  {0,2,0}     33    1
19    801    81    82  0.331626  {0,1,0}     25    0
123   829   217   218  0.463533  {0,2,0}     35    0
33    829   107   108  0.501988  {1,1,0}     27    1
53    835   135   136  0.048726  {0,1,0}     23    1
4     847    36    39  0.611025  {0,1,0}     39    1
107   858   111   114  0.076664  {0,1,0}     40    0
40    862   211   212  0.044413  {0,3,0}     32    0
79    862    82    83  0.855368  {0,2,0}     38    0
73    863   197   200  0.586410  {0,1,0}     27    1
125   864   158   160  0.901073  {0,1,1}     22    0
119   866    34    41  0.388819  {0,2,0}     40    1
127   867    41    51  0.544236  {0,2,0}     34    1
86    879     3    15  0.129411  {1,0,0}     21    1
35    893   102   103  0.288979  {0,1,0}     20    1
78    905   180   181  0.786349  {0,1,0}     26    0
41    915    63    65  0.534007  {1,2,0}     27    1
38    932   148   149  0.397453  {1,1,0}     32    1
