map EGL-G1-E
fac 5 10 {0,160,74,119,72}
hosp 2 {0,21}
n_ALS 6 1 {2:0,2:160,2:74}
n_BLS 25 1 {4:0,2:160,8:74,3:119,8:72}
n_CLS 7 0 {2:0,2:160,1:119,2:72}
      c_m  head  tail      c_af      c_d  c_tau  c_h
112    18    63    64  0.766884  {0,1,0}     29    0
37     25    13    14  0.173123  {0,2,0}     21    0
105    31   155   156  0.358229  {0,1,0}     30    0
85     49    23   170  0.521877  {0,2,0}     22    0
120    73   237   240  0.196833  {0,1,0}     35    1
117   107     9    10  0.246973  {0,1,0}     25    0
91    110   238   239  0.946541  {0,1,1}     27    1
17    146   215   216  0.081250  {1,1,0}     21    1
51    149    93    94  0.101401  {0,3,0}     36    0
12    155   132   133  0.717563  {1,1,0}     30    1
115   253   211   212  0.979701  {0,2,0}     25    0
118   257   228   230  0.875432  {0,1,1}     40    1
104   286   199   202  0.807487  {1,1,0}     25    1
63    351   219   221  0.704990  {1,1,0}     21    1
73    358   166   167  0.940136  {0,3,0}     30    0
77    371   108   109  0.852057  {1,1,0}     34    1
3     373   120   154  0.805652  {0,3,0}     22    1
96    393    24    26  0.456989  {0,2,0}     26    0
62    402   108   109  0.757078  {1,0,0}     33    1
10    424    98   131  0.707737  {0,2,0}     23    1
21    440    65    91  0.171183  {0,1,1}     36    1
92    450    62    63  0.598542  {0,3,0}     23    1
55    469   196   197  0.753657  {1,0,0}     35    1
103   476    69    78  0.100034  {0,2,0}     37    0
53    486    37    74  0.772132  {1,1,0}     33    1
111   504   131   132  0.881378  {0,2,0}     40    1
106   527    84   100  0.004679  {0,2,0}     26    0
0     531    57    61  0.122804  {1,1,0}     22    1
60    545     3    23  0.211140  {0,2,0}     36    1
101   548    17    22  0.106333  {0,1,0}     28    1
66    555   155   156  0.637000  {1,1,0}     31    1
107   557   227   228  0.347088  {0,1,0}     39    0
16    561   160   163  0.634839  {1,1,0}     39    1
93    567    47    64  0.336116  {0,2,0}     30    1
4     574    50    51  0.826322  {0,2,0}     22    0
5     579   106   108  0.372232  {0,2,0}     40    1
38    583    61    62  0.697310  {1,1,0}     25    1
42    589     9    10  0.305160  {0,3,0}     21    0
39    592   202   204  0.114450  {0,2,0}     33    1
19    629   219   220  0.934978  {0,1,1}     35    0
61    643   198   199  0.703841  {1,1,0}     29    1
122   646    65    91  0.423635  {0,1,0}     37    0
7     649    66    68  0.926637  {1,0,0}     39    1
113   650   191   194  0.128735  {0,1,1}     27    1
15    661   111   112  0.028520  {0,3,0}     39    1
102   662   199   201  0.953203  {1,1,0}     37    1
29    663   162   167  0.074034  {0,2,0}     23    1
48    663    81    84  0.284106  {0,1,0}     40    1
110   668   176   180  0.333300  {0,2,0}     37    1
27    669   128   137  0.258575  {0,1,0}     40    1
1     669    39    40  0.719009  {0,3,0}     33    1
22    677    47    48  0.606236  {0,2,0}     30    1
81    684   145   146  0.454041  {0,1,1}     36    0
86    684     2    14  0.919764  {1,0,0}     29    1
25    684   174   175  0.619849  {1,0,0}     21    1
79    687   103   104  0.355594  {0,1,0}     38    1
43    694   161   162  0.101181  {0,3,0}     23    0
67    701     5    26  0.261400  {0,3,0}     37    0
45    702    70    71  0.938179  {0,2,0}     36    1
30    714    11    42  0.852118  {0,0,1}     34    0
116   721   117   118  0.033297  {1,1,0}     28    1
26    728   128   129  0.913837  {1,0,0}     25    1
80    729     5    26  0.327217  {0,1,1}     32    1
99    748   125   126  0.968509  {1,0,0}     36    1
47    748   126   127  0.919349  {1,3,0}     39    1
69    750   212   218  0.219180  {1,1,0}     37    1
75    753    31    32  0.640557  {0,0,1}     37    0
100   763    47    48  0.061769  {1,0,0}     32    1
119   764   206   207  0.786638  {0,3,0}     21    0
64    765    46    47  0.070963  {0,2,0}     36    1
97    767   241   242  0.261902  {0,3,0}     24    1
34    790    34    41  0.057467  {0,1,1}     27    1
6     791    49    56  0.168613  {1,1,0}     32    1
123   799   206   207  0.274533  {0,0,1}     30    1
72    808    23   170  0.283731  {0,2,0}     38    1
24    823    22    24  0.493349  {1,0,0}     38    1
35    848   178   179  0.690617  {0,2,0}     34    1
31    860    17    22  0.129498  {1,1,0}     38    1
44    867   180   181  0.309969  {1,3,0}     20    0
14    891   203   210  0.447453  {1,1,0}     32    0
121   902   130   131  0.174576  {1,0,0}     20    0
95    908   176   180  0.480828  {0,3,0}     29    1
98    916   242   243  0.599646  {1,1,0}     39    0
23    938   194   195  0.871052  {0,3,0}     22    0
70    975    67    68  0.453650  {0,2,0}     21    1
49    977   195   197  0.165795  {0,1,0}     39    0
41    980    53    54  0.931921  {1,0,0}     28    1
94    998     7     8  0.471957  {0,3,0}     33    0
78   1002    27    28  0.648467  {0,2,0}     28    0
46   1027   127   128  0.530776  {1,0,0}     20    1
84   1039   213   214  0.918723  {0,2,0}     39    0
20   1046    80    88  0.681909  {0,0,1}     30    0
18   1047   189   241  0.453927  {1,1,0}     38    1
65   1055   185   186  0.207006  {1,0,0}     32    1
87   1065   195   197  0.363630  {0,2,0}     35    1
28   1073    19    20  0.078823  {0,2,0}     30    1
124  1074   135   145  0.197454  {1,0,0}     34    0
2    1093   244   245  0.739419  {1,0,0}     37    1
76   1107    53    54  0.645940  {1,0,0}     27    1
108  1133     6     7  0.642676  {1,1,0}     33    1
50   1150    10    41  0.258538  {1,0,0}     33    1
127  1151    50    53  0.314669  {0,3,0}     32    1
58   1165    32    33  0.914069  {0,1,0}     38    0
8    1166   189   190  0.909076  {0,3,0}     24    1
71   1177   106   107  0.706838  {0,1,1}     31    0
59   1189   102   110  0.286081  {0,3,0}     24    1
68   1199   212   218  0.071550  {0,1,0}     28    0
90   1222   128   137  0.007382  {0,1,0}     22    0
52   1233    66    68  0.448637  {0,2,0}     28    1
125  1256    89    90  0.227262  {1,1,0}     40    1
74   1256     4     5  0.893526  {0,1,0}     27    1
82   1269   174   175  0.137920  {0,1,1}     22    1
109  1279    73    74  0.247661  {1,0,0}     23    1
56   1291   131   132  0.016283  {0,3,0}     24    0
9    1299    62    63  0.776235  {1,1,0}     30    1
57   1300   180   181  0.894636  {0,2,0}     27    1
11   1301    65    91  0.456258  {0,1,0}     31    0
33   1313    12    16  0.047099  {0,1,1}     27    0
36   1330    39    52  0.628285  {0,3,0}     27    1
32   1335    42    43  0.332125  {1,0,0}     20    1
114  1345   136   137  0.143488  {0,0,1}     36    1
13   1354   136   137  0.463563  {1,1,0}     36    1
83   1381    20    21  0.894803  {1,1,0}     23    1
126  1410   240   241  0.744976  {0,1,0}     33    1
89   1415   131   132  0.363702  {1,1,0}     28    1
40   1420   225   248  0.487317  {1,0,0}     30    1
88   1436    72    73  0.341511  {1,0,0}     22    1
54   1439   189   241  0.032177  {0,1,0}     29    0
