map EGL-G2-A
fac 5 10 {0,141,206,20,174}
hosp 3 {0,91,174}
n_ALS 9 1 {1:0,3:141,2:206,3:20}
n_BLS 23 1 {5:0,5:141,4:206,5:20,4:174}
n_CLS 7 0 {1:141,1:206,2:20,3:174}
      c_m  head  tail      c_af      c_d  c_tau  c_h
48      7    97   112  0.435384  {0,2,0}     23    1
122    17    45    64  0.058025  {0,2,0}     36    1
104    21   125   126  0.435741  {0,0,1}     30    0
68     51     3    15  0.065011  {0,1,0}     24    1
108    84   239   240  0.757197  {0,2,0}     22    1
57     97    31    38  0.460194  {1,0,0}     37    1
83    100   104   105  0.784006  {0,3,0}     29    0
110   132    54    58  0.542951  {1,2,0}     36    1
109   162   128   129  0.009048  {1,0,0}     27    1
37    167    16    18  0.914087  {1,0,0}     22    1
66    173     3     4  0.560749  {0,2,0}     33    1
98    197    40    41  0.291868  {1,1,0}     33    1
78    198   179   183  0.010152  {1,1,0}     24    1
119   295   146   147  0.012673  {0,2,0}     38    1
123   323    12    16  0.364221  {0,1,1}     31    1
94    331   251   254  0.659085  {0,0,1}     31    1
60    355   225   228  0.907826  {0,1,1}     36    0
31    363   121   122  0.257458  {0,1,0}     20    1
65    373   239   244  0.367345  {0,1,0}     34    1
113   379   227   233  0.830580  {0,1,0}     38    1
82    387   233   254  0.356484  {0,3,0}     23    0
59    430    23    87  0.554036  {0,0,1}     29    1
49    467   186   198  0.088770  {0,2,0}     23    1
19    486   239   244  0.803233  {0,1,0}     33    1
118   511   237   238  0.088116  {0,2,0}     34    1
116   525   168   176  0.867077  {0,2,0}     29    0
21    537   139   140  0.263404  {0,1,0}     20    0
70    550     2    14  0.248277  {1,0,0}     37    1
32    557    27    28  0.030250  {0,2,0}     36    1
0     564    48    49  0.987936  {1,0,0}     20    1
115   567   133   134  0.243879  {0,1,0}     34    0
102   571   239   240  0.943180  {1,1,0}     37    1
111   573   185   187  0.876067  {0,2,0}     36    1
86    582   244   253  0.200691  {0,1,0}     40    0
9     584   170   171  0.126370  {1,1,0}     28    1
69    592   206   207  0.306282  {0,1,0}     27    0
107   602   200   201  0.699624  {0,2,0}     39    1
112   610   210   211  0.760570  {0,0,1}     24    1
63    613   142   143  0.594739  {1,0,0}     35    1
121   621    19    20  0.833780  {0,0,1}     26    1
8     625   174   189  0.624044  {0,2,0}     21    0
2     633   129   138  0.238049  {0,2,0}     28    1
10    634    38    40  0.835659  {1,1,0}     38    0
17    643     3     4  0.127213  {0,2,0}     27    0
26    650   239   240  0.072532  {1,0,0}     37    1
40    663   191   195  0.495777  {0,3,0}     28    1
72    672    85   101  0.362510  {0,2,0}     29    1
7     693   221   222  0.017121  {0,2,0}     30    1
124   702    89    90  0.922084  {0,2,0}     32    1
73    723    38    40  0.543400  {0,1,0}     37    0
127   728    63    64  0.210187  {0,1,1}     38    1
75    736   133   135  0.608714  {0,2,0}     21    1
39    769    42    43  0.676072  {1,0,0}     21    0
15    771   105   107  0.545272  {0,3,0}     26    1
81    790    66    93  0.198125  {0,1,1}     34    1
23    805    94    95  0.093702  {0,1,0}     39    0
126   805   198   199  0.838755  {1,0,0}     36    1
71    810    55    56  0.142715  {0,2,0}     29    0
22    811   180   181  0.318573  {0,1,0}     36    1
24    811    39    40  0.718278  {0,3,0}     28    0
61    818    67    68  0.325416  {0,3,0}     32    1
103   823   121   122  0.854567  {0,2,0}     24    1
74    835    92    93  0.302754  {1,0,0}     21    1
47    836   163   167  0.471352  {1,0,0}     24    1
54    839   105   107  0.576345  {0,2,0}     34    0
62    844    59    72  0.044603  {0,0,1}     26    1
27    855   188   189  0.431558  {0,2,0}     39    1
125   865    81    89  0.789600  {0,1,0}     27    0
46    871   174   182  0.461632  {0,3,0}     35    1
53    883    27    28  0.635141  {0,2,0}     24    1
16    885    76    77  0.109715  {0,1,0}     25    1
5     897   131   132  0.256239  {0,1,0}     27    1
36    904   210   215  0.204720  {0,2,0}     21    1
4     918    63    64  0.402227  {1,1,0}     20    1
58    923   194   242  0.813935  {0,1,0}     32    1
14    926    19    25  0.627725  {1,1,0}     33    0
52    927     0    21  0.421590  {0,2,0}     23    1
88    950   218   250  0.496468  {0,1,0}     20    1
80    961   146   147  0.827089  {0,1,0}     22    1
84    966    43    44  0.939629  {1,0,0}     30    1
3     979   180   181  0.384354  {0,2,0}     23    0
28    984     8     9  0.892415  {1,1,0}     39    1
30    995   137   138  0.132357  {1,1,0}     22    1
38    996   161   165  0.459539  {0,1,0}     26    0
92   1004    12    13  0.200548  {1,1,0}     37    1
25   1007   198   199  0.529408  {1,0,0}     22    1
6    1029    36    37  0.126745  {0,2,0}     32    1
85   1060   155   156  0.622761  {0,0,1}     34    0
96   1062   239   240  0.490293  {0,3,0}     28    1
106  1065    28    29  0.682204  {1,1,0}     35    1
101  1066   130   131  0.054148  {0,3,0}     26    1
77   1069    48    57  0.997717  {0,1,0}     23    1
95   1080    48    49  0.841857  {0,1,0}     30    1
33   1083    43    44  0.282112  {0,2,0}     27    0
34   1098    61    62  0.234790  {0,1,0}     33    1
100  1113   122   124  0.035703  {1,0,0}     38    0
93   1123    60    68  0.808753  {1,1,0}     23    1
76   1129    78    82  0.423081  {0,1,0}     33    0
114  1132   148   149  0.775144  {0,2,0}     34    1
20   1152   140   141  0.052132  {1,0,0}     25    1
12   1155   231   232  0.693613  {0,3,0}     40    1
55   1166   154   157  0.688830  {1,0,0}     38    1
105  1170   177   181  0.993518  {0,1,0}     25    1
