map EGL-G1-D
fac 5 10 {0,248,79,226,105}
hosp 3 {0,105,37}
n_ALS 9 1 {2:0,3:248,3:79,1:105}
n_BLS 24 1 {6:0,2:248,5:79,8:226,3:105}
n_CLS 5 0 {2:0,1:248,2:226}
      c_m  head  tail      c_af      c_d  c_tau  c_h
41     21     3    15  0.245264  {1,0,0}     20    1
56     34    31    38  0.023523  {1,0,0}     29    1
99     43   185   192  0.183112  {1,1,0}     34    1
102   104   212   218  0.352433  {0,2,0}     27    0
83    128    41    51  0.904088  {0,2,0}     20    0
2     168   176   180  0.801157  {0,1,0}     34    1
13    223   240   241  0.604090  {0,1,0}     39    0
24    231   169   170  0.639228  {1,1,0}     20    1
9     255   170   171  0.158037  {1,0,0}     21    1
33    276     7    30  0.600551  {0,0,1}     22    1
65    301    90    91  0.728246  {0,2,0}     25    1
29    301    70    72  0.575837  {0,1,0}     22    0
127   361    73    75  0.908563  {1,0,0}     27    1
44    373   186   187  0.051621  {0,2,0}     20    0
92    384   189   190  0.507901  {0,0,1}     22    0
126   386   225   227  0.612441  {0,2,0}     32    0
122   394    54    55  0.479243  {1,1,0}     24    1
79    401    54    55  0.425797  {1,1,0}     21    1
63    426   132   133  0.774730  {0,2,0}     36    1
115   432    54    55  0.720046  {1,1,0}     20    1
27    454   131   132  0.645030  {0,3,0}     38    0
94    456   169   173  0.349899  {0,2,0}     20    1
91    476   141   142  0.514142  {0,2,0}     20    1
51    478    59    71  0.501175  {1,1,0}     25    1
54    489   106   107  0.948093  {0,1,0}     26    0
72    490   105   107  0.110544  {1,0,0}     22    1
23    514   155   156  0.074506  {0,3,0}     32    1
6     520   198   199  0.385030  {0,2,0}     25    1
106   521   112   113  0.185432  {0,1,0}     40    1
108   540   130   131  0.202034  {0,1,0}     34    0
18    548     7    30  0.586136  {1,2,0}     27    1
61    583   195   196  0.346385  {0,2,0}     25    1
89    591    94    98  0.531583  {0,1,0}     21    0
69    627   204   205  0.525463  {1,0,0}     27    1
110   630    35    36  0.645130  {0,2,0}     20    0
55    651   204   205  0.079379  {0,1,1}     33    0
19    651   124   149  0.245959  {0,3,0}     28    1
59    653   115   122  0.472065  {0,1,0}     40    1
90    665     4    22  0.297121  {0,2,0}     26    0
50    669   165   166  0.652995  {1,1,0}     25    1
21    672    73    74  0.578647  {0,3,0}     37    1
118   675   242   245  0.205096  {1,0,0}     24    1
119   684   128   137  0.925454  {1,3,0}     39    1
31    695     2    14  0.667229  {1,0,0}     25    1
39    715    98    99  0.953303  {0,2,0}     27    0
47    727    15    17  0.171423  {1,1,0}     40    1
25    730   123   124  0.998703  {1,0,0}     35    1
4     739   225   227  0.462620  {0,1,0}     40    1
10    756   169   170  0.615500  {0,2,0}     38    0
0     764    94    95  0.253234  {0,2,0}     30    0
22    773   231   236  0.133758  {1,1,0}     35    1
109   776   192   193  0.613806  {1,0,0}     28    1
117   784   191   194  0.057036  {0,3,0}     37    0
38    793   157   159  0.993757  {1,0,0}     22    1
16    804   199   201  0.360102  {0,1,1}     34    0
124   817    91    92  0.596746  {1,1,0}     34    1
45    838   153   157  0.891013  {0,1,1}     26    1
49    839    63    64  0.713144  {0,3,0}     30    1
82    864   104   105  0.534891  {1,1,0}     24    1
66    864   110   113  0.481104  {0,3,0}     31    0
86    880   122   123  0.998750  {0,2,0}     25    1
103   881    80    88  0.724914  {0,3,0}     36    1
84    887    31    38  0.675574  {0,2,0}     32    1
88    887    57    61  0.409056  {0,2,0}     21    1
28    892     6    27  0.384074  {0,2,0}     34    1
95    894   132   134  0.752255  {0,2,0}     38    0
123   899   140   149  0.821794  {1,1,0}     22    1
48    901   157   158  0.273890  {0,3,0}     31    0
8     914    97   126  0.540356  {1,2,0}     30    1
40    915   150   152  0.827052  {1,1,0}     40    1
67    915    49    50  0.178564  {0,3,0}     36    0
113   936    26    28  0.987134  {0,1,1}     27    0
46    964    94    98  0.334284  {1,0,0}     22    1
74    969   155   161  0.521234  {0,2,0}     34    1
34    969    69    70  0.290361  {1,1,0}     29    1
85    975   213   214  0.333346  {0,2,0}     36    1
81    979    98   130  0.847126  {0,2,0}     37    1
100   986    43    44  0.379206  {0,2,0}     22    1
98    988   202   204  0.893743  {1,1,0}     33    1
107   994    43    44  0.669251  {0,1,0}     27    1
75   1009     8     9  0.000523  {0,2,0}     20    1
1    1012    65    66  0.536592  {0,1,0}     21    1
116  1021    79    80  0.801639  {1,1,0}     35    1
73   1024   119   161  0.102253  {0,0,1}     40    1
43   1028    66    67  0.006013  {1,0,0}     21    1
35   1028    45    46  0.354186  {0,2,0}     26    0
60   1028     5    23  0.538830  {0,2,0}     38    0
76   1045    98   131  0.632596  {1,0,0}     25    1
64   1046   106   107  0.315466  {1,0,0}     20    1
96   1061    36    37  0.442218  {1,0,0}     31    1
58   1066    93    94  0.377227  {0,1,0}     33    0
87   1070   141   142  0.657364  {0,1,0}     29    0
53   1071     1     2  0.127569  {0,3,0}     37    0
70   1074     8     9  0.898237  {0,1,0}     39    1
12   1076   242   245  0.415594  {0,2,0}     27    1
52   1094   149   150  0.508821  {0,3,0}     21    1
36   1096   196   197  0.123411  {0,3,0}     35    1
104  1105   124   151  0.050703  {1,0,0}     28    1
32   1105   194   195  0.580608  {1,0,0}     34    1
78   1117    30    33  0.397416  {0,2,0}     30    1
7    1117    32    34  0.054616  {1,0,0}     23    1
26   1130   145   146  0.530490  {0,1,0}     30    0
93   1135   206   207  0.729724  {0,1,0}     29    1
68   1156   227   228  0.929271  {1,1,0}     25    1
57   1161   134   135  0.652097  {1,2,0}     26    1
77   1161    65    92  0.800611  {1,0,0}     26    1
3    1171    36    39  0.649799  {0,1,1}     33    1
111  1193    83    85  0.940382  {1,1,0}     35    1
62   1202   124   149  0.929066  {0,2,0}     22    1
125  1210   139   141  0.915737  {1,0,0}     20    1
