map EGL-G1-A
fac 5 10 {0,161,14,91,139}
hosp 1 {0}
n_ALS 6 1 {3:0,2:14,1:139}
n_BLS 19 1 {3:0,5:161,4:14,5:91,2:139}
n_CLS 7 0 {1:0,2:161,1:91,3:139}
      c_m  head  tail      c_af      c_d  c_tau  c_h
60      3   134   146  0.339024  {0,3,0}     37    0
102     7   212   243  0.499054  {1,3,0}     25    1
50     53   140   141  0.145091  {0,2,0}     22    1
45     67   225   227  0.995337  {1,1,0}     24    1
64     72   125   126  0.084148  {0,3,0}     32    1
35     85   157   158  0.644116  {1,0,0}     34    1
11     89   244   248  0.753365  {0,3,0}     38    1
105    91   190   191  0.283289  {0,2,0}     33    1
31    113   147   148  0.190586  {1,2,0}     27    1
36    120   244   245  0.879129  {0,3,0}     27    0
30    128    18    20  0.978045  {0,1,0}     27    0
47    199    18    19  0.297308  {0,2,0}     37    0
119   227    66    67  0.268618  {1,0,0}     36    1
73    231   232   233  0.301521  {0,2,0}     33    0
115   258    23   229  0.437320  {0,3,0}     24    1
1     330    86    87  0.790146  {0,0,1}     36    0
95    330   134   135  0.848051  {0,0,1}     29    1
54    338   191   193  0.092284  {1,0,0}     22    1
80    354   213   214  0.070157  {1,0,0}     36    1
38    392   151   152  0.025671  {1,1,0}     30    1
55    422     5    23  0.567124  {0,2,0}     22    0
81    441    91    92  0.098246  {1,2,0}     26    1
70    484    12    13  0.064899  {0,1,0}     34    0
48    499    24    26  0.286087  {0,0,1}     33    0
49    508    43    46  0.845932  {0,2,0}     25    1
72    544    70    71  0.753434  {0,2,0}     30    1
78    548    81    84  0.873082  {0,3,0}     23    1
37    583    26    28  0.647799  {0,3,0}     27    1
84    612   237   238  0.792371  {1,0,0}     30    1
5     619    77    78  0.799418  {1,0,0}     25    1
46    627     9    34  0.738371  {0,3,0}     23    1
19    631    43    46  0.246886  {0,3,0}     26    0
112   637   231   236  0.175833  {0,1,0}     36    1
66    646   155   161  0.984705  {0,2,0}     40    0
77    651   111   112  0.950212  {0,1,0}     25    1
20    661   212   218  0.794723  {0,2,0}     34    1
9     670   207   209  0.534231  {1,0,0}     37    0
41    689   106   107  0.610959  {1,0,0}     34    1
59    692   139   140  0.059548  {0,2,0}     29    1
97    711    22    24  0.969962  {0,1,0}     34    0
88    719   173   181  0.838350  {1,0,0}     23    1
86    743   110   113  0.367213  {0,2,0}     27    1
58    745   222   223  0.423946  {0,1,0}     40    1
109   747    49    50  0.445143  {0,2,0}     36    1
69    754     5     6  0.164194  {0,0,1}     24    0
6     759    34    41  0.951403  {0,2,0}     26    0
39    762   127   128  0.998909  {1,0,0}     31    1
40    772    53    54  0.106773  {0,1,0}     24    0
127   774    89    91  0.465657  {0,3,0}     31    0
106   792   237   238  0.843805  {0,3,0}     28    1
67    799   191   193  0.689783  {1,0,0}     29    1
125   818   174   175  0.509505  {0,2,0}     36    1
118   818    39    40  0.982533  {1,1,0}     34    1
94    829    36    37  0.700693  {0,1,0}     32    0
92    833   207   209  0.775786  {0,1,0}     35    0
27    838   188   189  0.236521  {0,2,0}     38    0
23    859   126   127  0.854538  {0,3,0}     30    1
51    859    80    88  0.559564  {0,1,0}     38    1
117   860    60    67  0.016913  {0,3,0}     22    1
93    861   176   179  0.262244  {1,1,0}     36    1
68    863   127   128  0.125655  {0,2,0}     23    0
114   868    54    55  0.493906  {0,1,0}     36    0
4     873   132   134  0.582688  {1,1,0}     30    1
120   878   211   213  0.241788  {0,2,0}     35    1
108   880    10    41  0.712597  {0,1,1}     27    1
121   885   203   210  0.401482  {1,1,0}     27    1
122   892   234   235  0.191050  {0,1,0}     26    1
57    915   229   230  0.034659  {0,1,0}     35    0
32    926    57    61  0.049236  {1,0,0}     30    1
91    931    89    90  0.526271  {0,1,0}     36    0
13    932    80    81  0.475211  {0,2,0}     36    1
0     952   116   117  0.801933  {0,3,0}     37    0
113   974    88    96  0.213262  {0,1,1}     26    0
90    975   129   130  0.277495  {1,1,0}     24    1
111   983   139   140  0.077976  {1,3,0}     26    1
28    983    18    20  0.019332  {0,1,0}     25    1
100   990   241   242  0.271617  {1,0,0}     21    1
16    994   203   210  0.625606  {1,0,0}     25    1
124   997    30    33  0.462093  {0,2,0}     36    0
110   997    98   130  0.525738  {0,0,1}     39    1
87   1003   177   184  0.660160  {1,0,0}     29    1
74   1005   226   231  0.636916  {0,1,0}     39    1
82   1005    27    30  0.629971  {0,2,0}     37    1
7    1021   169   173  0.189031  {0,0,1}     39    0
18   1022     5    26  0.202310  {0,0,1}     30    1
42   1025    38    40  0.567674  {0,0,1}     24    0
104  1035   162   167  0.799417  {1,0,0}     28    1
34   1042    96   114  0.941897  {1,0,0}     26    1
21   1060    31    32  0.926992  {0,1,0}     23    0
63   1064    80    88  0.407685  {0,1,1}     22    1
89   1069   157   159  0.505059  {0,0,1}     20    1
52   1075    39    52  0.494591  {0,2,0}     20    1
65   1081   100   101  0.699418  {0,1,0}     27    0
99   1082   222   223  0.610954  {0,1,1}     21    0
53   1082    49    56  0.285648  {0,2,0}     37    0
71   1084   144   147  0.512148  {1,1,0}     25    1
3    1093   151   152  0.520640  {1,1,0}     25    1
56   1105   175   176  0.431366  {0,3,0}     37    1
44   1122    96   111  0.960384  {1,3,0}     25    1
2    1126   160   163  0.652929  {0,1,1}     24    1
26   1148    82    83  0.081783  {0,3,0}     28    0
98   1151   135   145  0.170366  {1,1,0}     34    1
14   1190    39    72  0.943361  {1,1,0}     25    1
25   1192   150   151  0.852812  {1,0,0}     32    1
85   1201   116   120  0.070469  {1,0,0}     33    1
76   1209   237   240  0.412965  {1,1,0}     27    0
75   1221   158   159  0.553281  {0,2,0}     26    1
22   1225   158   160  0.159031  {0,1,1}     29    0
123  1229    11    42  0.057326  {0,1,0}     22    0
10   1243    83    85  0.470372  {0,0,1}     33    1
116  1256   105   117  0.987798  {0,2,0}     31    1
83   1282    12    16  0.843750  {0,3,0}     40    0
61   1284    43    45  0.005754  {0,1,1}     37    0
17   1287   135   145  0.776094  {1,0,0}     22    1
103  1295   122   123  0.142730  {0,2,0}     32    0
126  1296    23   170  0.392086  {1,0,0}     37    1
107  1300   211   212  0.271212  {0,0,1}     31    0
79   1308    41    51  0.075412  {0,2,0}     36    1
8    1309   158   159  0.803000  {1,0,0}     22    1
33   1347   130   131  0.517066  {0,2,0}     40    1
29   1350   176   179  0.488923  {0,1,1}     21    1
101  1351   246   248  0.173717  {0,3,0}     37    1
15   1393   198   200  0.338294  {1,1,0}     25    1
12   1399    18    19  0.037015  {0,1,1}     25    1
96   1413   105   107  0.819815  {0,1,0}     22    0
43   1418   125   149  0.113963  {0,3,0}     32    1
62   1422   154   155  0.498708  {0,3,0}     24    1
