map EGL-G2-C
fac 5 10 {0,251,23,98,163}
hosp 3 {0,62,10}
n_ALS 6 1 {1:0,4:251,1:163}
n_BLS 22 1 {5:0,4:251,4:23,5:98,4:163}
n_CLS 8 0 {1:0,2:251,4:23,1:163}
      c_m  head  tail      c_af      c_d  c_tau  c_h
45     15    76    78  0.930573  {0,3,0}     32    0
118    21    84    85  0.463750  {0,1,0}     30    0
93     53   192   194  0.695924  {0,1,0}     20    0
60     65    26    28  0.077335  {0,1,0}     30    1
122    89   174   182  0.382373  {0,1,0}     28    1
115   119   104   114  0.523955  {1,0,0}     21    1
126   153   221   222  0.923558  {0,2,0}     39    1
18    198   174   189  0.934297  {0,1,1}     35    0
42    245    31    38  0.109072  {0,0,1}     34    0
37    252    67    69  0.284003  {0,1,0}     39    1
111   255   165   166  0.139731  {0,1,0}     35    1
70    307    26    28  0.620801  {0,1,0}     20    1
58    336   218   250  0.838591  {0,3,0}     40    0
50    337    53    55  0.354546  {0,2,0}     28    0
26    393   216   218  0.363352  {1,0,0}     22    1
16    418   157   161  0.833733  {0,2,0}     37    1
13    453     9    34  0.793972  {0,2,0}     37    0
125   456   164   169  0.097350  {0,3,0}     26    1
81    466   159   160  0.182730  {1,1,0}     28    1
41    484   128   129  0.145837  {1,1,0}     32    1
3     504   129   138  0.534242  {0,2,0}     38    1
127   513    94    95  0.519416  {0,2,0}     28    1
78    514   102   111  0.216528  {0,1,1}     31    1
39    530   125   150  0.203042  {1,1,0}     26    1
47    536    42    43  0.762680  {1,0,0}     29    1
107   551    54    58  0.055585  {0,2,0}     24    0
72    553   206   207  0.918124  {1,0,0}     22    1
69    563    54    58  0.513257  {0,1,0}     35    1
108   563    22    24  0.842687  {1,0,0}     20    1
19    567     2     3  0.320097  {0,3,0}     20    1
4     588   141   142  0.676738  {0,2,0}     32    0
48    590    39    40  0.250071  {0,1,0}     22    1
91    618    27    30  0.257319  {0,2,0}     32    0
63    629   247   248  0.028689  {0,1,0}     20    1
114   635   240   242  0.889782  {1,0,0}     25    1
105   651    12    16  0.120444  {0,3,0}     36    1
27    685   166   175  0.846041  {0,0,1}     33    1
33    688   127   128  0.795461  {0,3,0}     20    0
97    688   102   103  0.363110  {0,0,1}     21    1
95    692   188   189  0.566847  {0,3,0}     27    0
86    710   186   188  0.986542  {0,2,0}     32    0
8     712   163   168  0.715632  {0,0,1}     28    1
28    719   161   165  0.352217  {0,2,0}     32    0
40    721   156   157  0.301050  {0,0,1}     23    0
75    733    12    16  0.961189  {0,0,1}     25    0
112   741    23   237  0.751471  {0,3,0}     27    0
34    748   163   168  0.153080  {1,1,0}     29    1
106   754   130   137  0.116899  {0,0,1}     34    0
113   762    61    65  0.006150  {0,1,0}     37    1
87    773   225   228  0.022712  {0,3,0}     21    0
104   782   137   138  0.741176  {0,1,0}     28    1
96    802    24    26  0.176172  {0,1,0}     36    0
10    803   208   209  0.352293  {0,0,1}     33    1
53    804   106   108  0.283877  {0,0,1}     31    0
12    835    79    80  0.745416  {0,0,1}     28    0
109   852    47    48  0.587399  {0,2,0}     20    0
83    862   204   205  0.768357  {1,0,0}     22    1
15    872   135   136  0.196177  {1,1,0}     20    1
103   881   107   109  0.331133  {0,2,0}     35    1
30    909   166   175  0.580373  {0,1,0}     38    0
102   919    49    50  0.489815  {0,1,0}     23    1
36    924    67    68  0.296419  {1,0,0}     29    1
56    940    43    44  0.220031  {0,1,0}     29    0
90    941    31    38  0.343439  {0,2,0}     27    0
44    948     0     1  0.031287  {0,0,1}     21    0
11    955    84    86  0.664142  {0,1,0}     34    0
49    969   199   200  0.717856  {0,1,0}     20    0
99    970    26    28  0.090731  {0,2,0}     40    1
120   971   165   166  0.863057  {1,1,0}     28    1
101   974   137   138  0.520046  {0,1,1}     25    1
71    981    49    56  0.749534  {0,1,0}     40    1
77    991   221   222  0.862085  {0,0,1}     32    0
22    991    39    52  0.928072  {0,0,1}     23    0
62    996    60    68  0.184926  {0,3,0}     20    1
43    999   194   242  0.809715  {0,3,0}     22    1
52   1005    50    51  0.628511  {0,1,0}     21    0
54   1006    18    20  0.179682  {0,2,0}     38    0
7    1022    47    48  0.762912  {0,2,0}     29    0
6    1028   162   163  0.145065  {0,2,0}     40    1
25   1034   102   111  0.058249  {0,2,0}     39    1
1    1035   208   209  0.862798  {0,2,0}     22    0
59   1038    97   112  0.778855  {0,2,0}     28    1
23   1042   129   130  0.550591  {0,0,1}     34    1
14   1049   202   203  0.852943  {1,0,0}     27    1
67   1059   125   150  0.596864  {1,0,0}     39    1
117  1059   175   177  0.504583  {0,1,1}     28    1
84   1062   177   180  0.988644  {1,0,0}     40    1
