map EGL-G2-A
fac 5 10 {0,176,26,3,133}
hosp 3 {0,145,142}
n_ALS 7 1 {3:26,2:3,2:133}
n_BLS 23 1 {4:0,2:176,7:26,5:3,5:133}
n_CLS 9 0 {2:0,3:176,1:3,3:133}
      c_m  head  tail      c_af      c_d  c_tau  c_h
12     76    16    17  0.125401  {0,2,0}     38    0
88     87     1    12  0.835126  {0,2,0}     35    1
45    105   117   118  0.427008  {1,0,0}     30    1
25    112    90    92  0.950084  {0,1,0}     40    1
110   173    95    96  0.539188  {0,1,0}     24    1
106   195   216   217  0.764438  {0,1,0}     21    0
101   198    38    40  0.911832  {0,2,0}     30    0
83    208   143   144  0.530375  {0,1,0}     21    1
95    216    78    79  0.768395  {0,3,0}     26    1
27    279    43    46  0.900187  {0,2,0}     24    0
76    361    31    32  0.905351  {0,1,0}     39    1
31    388    45    64  0.602121  {1,1,0}     37    1
87    394    67    69  0.227083  {0,2,0}     34    1
89    421    27    30  0.287263  {0,1,1}     38    1
29    422    66    93  0.987627  {1,1,0}     27    1
122   428    43    44  0.146028  {0,2,0}     25    0
3     451    74    75  0.467017  {0,2,0}     31    1
24    456   165   166  0.153244  {0,0,1}     24    0
86    468   205   207  0.667427  {0,0,1}     26    0
72    475   125   150  0.541640  {0,1,0}     36    0
39    485   215   221  0.665270  {0,3,0}     30    0
53    519   106   108  0.208891  {0,0,1}     30    1
84    524   142   143  0.659344  {0,2,0}     30    1
102   546    23   237  0.234357  {0,1,1}     20    1
81    550   129   138  0.160734  {0,1,0}     32    0
47    554   242   243  0.237977  {0,1,0}     38    1
74    555   179   184  0.361056  {1,0,0}     22    1
125   555   231   232  0.619291  {0,1,0}     34    1
5     558   151   152  0.497120  {0,0,1}     22    1
52    567   154   158  0.838069  {0,3,0}     36    0
37    573   163   168  0.191973  {1,0,0}     31    0
65    579   112   113  0.169296  {0,1,0}     37    0
62    599   118   119  0.376107  {0,2,0}     37    0
67    602   133   134  0.751146  {0,2,0}     32    0
85    604     3    15  0.138324  {1,0,0}     28    1
99    605   106   108  0.403886  {0,2,0}     25    1
51    621   158   159  0.275752  {0,3,0}     33    0
17    626    16    17  0.092140  {1,0,0}     40    1
4     630   125   152  0.421890  {0,2,0}     22    0
97    647    97   115  0.801665  {0,0,1}     27    0
43    652   132   133  0.516565  {0,3,0}     21    1
116   666   168   176  0.630570  {0,1,0}     36    1
44    668    24    25  0.893100  {1,0,0}     34    1
