map EGL-G2-E
fac 5 10 {0,3,118,188,235}
hosp 2 {0,52}
n_ALS 5 1 {4:0,1:3}
n_BLS 21 1 {6:0,4:3,4:118,2:188,5:235}
n_CLS 6 0 {3:3,1:188,2:235}
      c_m  head  tail      c_af      c_d  c_tau  c_h
57     87    39    52  0.085301  {1,1,0}     39    1
82    120   184   185  0.659772  {0,1,0}     21    0
122   136    30    33  0.334286  {0,1,0}     23    1
79    168     4     5  0.577227  {0,2,0}     20    0
9     168    21    35  0.761439  {1,0,0}     32    1
56    200   251   252  0.202169  {1,0,0}     40    1
11    260    71    72  0.796042  {1,0,0}     26    1
15    263    10    41  0.506879  {0,1,0}     33    1
101   273    29    31  0.693369  {0,3,0}     34    0
75    283    84    85  0.161229  {0,1,0}     38    1
30    290   117   119  0.754913  {0,2,0}     21    1
78    291   156   162  0.513577  {0,2,0}     26    0
37    293    24    25  0.406224  {1,0,0}     37    1
41    353   225   228  0.525312  {1,1,0}     23    1
40    361    54    58  0.470338  {1,1,0}     24    1
66    381    17    22  0.220731  {0,1,0}     29    1
77    390   133   135  0.216889  {1,1,0}     31    1
7     420   243   245  0.037199  {0,0,1}     39    0
112   423   119   120  0.077464  {1,1,0}     23    1
117   439   116   123  0.426789  {0,1,0}     25    1
6     450   180   181  0.477381  {0,1,0}     32    1
86    480   153   154  0.142236  {0,2,0}     25    0
0     486    68    69  0.642904  {0,0,1}     26    1
85    503   234   235  0.008033  {1,1,0}     32    1
70    510   122   124  0.387117  {0,1,1}     27    0
60    512   151   153  0.301088  {0,1,0}     29    1
110   520    16    18  0.599460  {0,1,0}     27    1
121   532    61    65  0.719091  {0,3,0}     30    1
126   536   203   204  0.642968  {0,3,0}     35    0
36    541   212   213  0.953435  {1,1,0}     39    1
61    546    69    70  0.015873  {0,1,0}     23    1
76    548    32    34  0.144626  {0,2,0}     39    0
67    588   201   202  0.054208  {1,1,0}     24    1
64    596     9    34  0.417484  {0,2,0}     38    1
97    597   170   171  0.162454  {0,0,1}     32    1
33    606    83    84  0.555998  {0,3,0}     37    0
14    610    50    52  0.158845  {0,3,0}     28    0
105   618   157   161  0.797691  {0,1,0}     29    0
108   619   154   158  0.453798  {0,2,0}     37    0
55    628    79    80  0.355300  {0,2,0}     29    0
34    638   251   252  0.020897  {0,2,0}     37    1
116   656    84    86  0.572823  {0,2,0}     34    1
94    656   240   242  0.700937  {0,1,1}     34    0
5     657    99   131  0.000561  {0,1,0}     30    0
127   670    26    28  0.580107  {0,2,0}     38    1
115   674     1     2  0.198499  {0,2,0}     39    1
107   679    11    42  0.092024  {1,1,0}     31    1
31    685    22    24  0.361360  {0,3,0}     27    0
43    706    99   131  0.177033  {0,2,0}     38    1
83    708   125   126  0.218119  {1,1,0}     39    1
47    709    66    93  0.778123  {0,2,0}     30    1
29    711    28    29  0.948638  {1,1,0}     30    1
73    716   103   111  0.158830  {1,0,0}     22    1
22    740   240   242  0.015687  {0,2,0}     26    1
113   747   127   128  0.132315  {1,1,0}     40    1
20    750   194   242  0.836791  {1,1,0}     20    1
111   755    29    30  0.815819  {1,0,0}     31    1
58    756   197   200  0.498055  {1,1,0}     27    1
96    770   117   118  0.481914  {0,1,0}     21    1
80    781   196   197  0.532251  {0,1,0}     27    0
71    781   104   114  0.825819  {0,3,0}     24    0
92    783   122   123  0.113020  {1,1,0}     22    1
49    807   235   236  0.602979  {0,2,0}     35    1
4     809    70    71  0.398152  {0,1,0}     23    0
93    820   211   212  0.168022  {1,0,0}     22    0
104   823   162   163  0.966536  {0,2,0}     32    1
44    825   150   151  0.826781  {1,1,0}     33    1
12    825   122   124  0.708479  {0,3,0}     24    1
118   849   104   105  0.278064  {0,1,0}     20    1
25    852   145   146  0.290543  {1,1,0}     31    1
106   854   251   252  0.359597  {1,1,0}     20    1
68    854     1     2  0.844637  {0,1,0}     30    0
17    860   178   179  0.778822  {0,2,0}     35    0
24    885   202   209  0.509634  {0,1,0}     37    0
84    885   244   245  0.910354  {0,3,0}     23    0
39    887   202   209  0.295320  {0,3,0}     27    0
72    907   217   219  0.460475  {0,3,0}     25    1
50    917   246   247  0.262359  {0,2,0}     30    1
69    919   146   147  0.337421  {0,2,0}     37    0
27    920   210   211  0.380111  {0,0,1}     37    1
26    920   157   163  0.475114  {0,2,0}     30    0
35    920    37    75  0.115123  {0,1,0}     33    1
8     922   204   206  0.686325  {0,1,1}     22    1
53    929   125   150  0.649804  {1,1,0}     25    1
65    930    47    48  0.602897  {0,1,0}     40    0
102   935    86    87  0.024039  {1,1,0}     37    1
62    937    90    91  0.022030  {0,3,0}     37    0
91    941   112   113  0.233343  {0,2,0}     29    1
28    943     1     2  0.893833  {1,1,0}     26    1
