map EGL-G2-B
fac 5 10 {0,63,31,148,65}
hosp 2 {0,29}
n_ALS 5 1 {1:0,1:148,3:65}
n_BLS 24 1 {8:0,6:63,4:31,4:148,2:65}
n_CLS 8 0 {1:0,1:31,2:148,4:65}
      c_m  head  tail      c_af      c_d  c_tau  c_h
8      13    86    87  0.411328  {0,1,0}     34    1
30     19   105   106  0.741566  {1,0,0}     27    1
2      25     6     7  0.066861  {1,1,0}     23    1
65     33   209   216  0.186721  {0,2,0}     25    0
56     54   178   185  0.253994  {0,1,0}     36    1
118    93   213   215  0.356979  {0,1,0}     35    1
7     127    91    92  0.447031  {1,0,0}     20    1
113   143   231   232  0.341968  {0,2,0}     26    1
0     163    63    65  0.894139  {0,2,0}     24    1
11    167   156   162  0.581086  {0,1,0}     38    1
119   189   199   200  0.978521  {0,3,0}     38    1
62    216   126   127  0.285970  {0,1,0}     33    0
24    247   138   139  0.042292  {0,3,0}     34    1
91    398   213   215  0.466910  {1,0,0}     21    1
44    413    84    85  0.866938  {0,1,0}     37    1
60    427    49    56  0.566954  {1,1,0}     31    1
6     430     4     5  0.076384  {1,0,0}     28    1
90    463    69    80  0.304512  {0,2,0}     40    0
114   466   122   123  0.538066  {0,2,0}     36    1
69    471   252   253  0.994231  {0,1,0}     39    1
17    479    76    77  0.179489  {1,0,0}     29    1
123   500   165   166  0.483298  {0,2,0}     20    0
99    500   177   181  0.242134  {1,0,0}     23    1
125   505    71    72  0.274568  {0,2,0}     30    1
95    530    62    63  0.730302  {1,0,0}     38    1
37    544    28    29  0.435021  {0,1,1}     21    1
87    568   186   188  0.545822  {0,2,0}     20    1
33    585    86    87  0.490156  {0,2,0}     22    1
21    595   140   142  0.138647  {0,1,0}     30    1
86    601   205   208  0.077325  {1,1,0}     30    1
50    603   163   167  0.439838  {0,3,0}     29    1
49    605   158   159  0.481790  {0,3,0}     27    1
117   624   175   176  0.088126  {0,3,0}     26    0
26    624   233   254  0.241392  {0,3,0}     25    1
34    630    76    77  0.106658  {0,2,0}     27    1
57    631   184   188  0.119211  {0,1,1}     40    0
85    637   213   215  0.711327  {0,2,0}     31    1
40    647   192   193  0.750904  {0,2,0}     33    1
120   655    16    18  0.694199  {0,2,0}     36    1
10    659   209   216  0.806385  {0,0,1}     32    1
28    660     7    30  0.816497  {0,1,0}     35    0
97    691    14    15  0.808079  {0,3,0}     24    1
102   692    49    56  0.269237  {0,1,0}     28    0
9     695   138   139  0.686341  {0,3,0}     22    1
109   697    48    57  0.090530  {0,3,0}     22    1
116   708   166   175  0.597348  {0,2,0}     25    1
27    730     7     8  0.058894  {0,2,0}     35    0
110   739   234   235  0.865731  {1,1,0}     23    1
78    742   208   209  0.571029  {0,1,0}     25    1
23    753   172   173  0.526097  {0,2,0}     23    1
1     770   132   133  0.043055  {0,3,0}     25    1
106   784   117   118  0.379829  {0,3,0}     31    1
81    786   159   161  0.617813  {0,0,1}     21    1
100   787    38    40  0.156987  {0,1,0}     27    1
93    819   237   238  0.542841  {1,1,0}     32    1
70    828   251   252  0.367066  {0,1,1}     23    1
16    829    54    58  0.382582  {0,2,0}     32    0
45    833    71    72  0.845586  {0,0,1}     36    1
35    838   150   151  0.578799  {0,2,0}     38    0
64    838    81    82  0.016159  {1,0,0}     36    1
115   858   120   162  0.580642  {0,2,0}     26    0
46    865   233   234  0.440563  {1,1,0}     33    1
47    872   170   174  0.548835  {0,2,0}     22    1
96    877    29    31  0.415681  {1,0,0}     29    1
19    889   140   141  0.470269  {0,0,1}     27    0
121   900    27    30  0.267048  {0,1,0}     21    0
63    909   226   227  0.884111  {0,2,0}     22    1
59    924   174   182  0.737602  {0,2,0}     25    1
66    924   164   169  0.716957  {0,2,0}     31    1
101   937   212   213  0.291651  {0,3,0}     37    1
111   944    24    26  0.260912  {0,0,1}     35    1
74    948   120   170  0.593526  {0,0,1}     40    1
51    965     5    26  0.597675  {1,1,0}     26    1
112   970   117   119  0.217857  {0,1,0}     28    1
54    974    96    98  0.748470  {0,2,0}     32    1
79    976   221   222  0.579095  {1,1,0}     38    1
84    977    12    16  0.228488  {0,1,0}     36    0
29    987   220   221  0.420718  {1,1,0}     33    1
68   1020    51    52  0.534210  {1,0,0}     32    1
25   1037    18    20  0.252826  {1,1,0}     30    1
82   1040   226   251  0.172266  {1,0,0}     38    1
75   1048   158   159  0.395456  {0,1,0}     29    1
12   1050    29    31  0.513596  {0,2,0}     27    1
73   1059   179   180  0.312942  {1,1,0}     37    0
72   1065   130   131  0.316932  {0,3,0}     35    0
89   1071   185   187  0.786887  {1,0,0}     34    1
20   1075   200   201  0.057518  {1,0,0}     40    1
104  1076    53    55  0.185575  {1,1,0}     36    1
4    1082   188   189  0.549630  {0,1,0}     30    0
88   1090    71    72  0.663073  {0,1,0}     38    0
107  1108    78    79  0.182357  {0,2,0}     27    1
55   1112    43    44  0.694059  {0,1,0}     21    0
38   1114   152   155  0.396019  {1,3,0}     33    1
71   1115     5    23  0.256605  {0,0,1}     26    1
122  1121    85   101  0.815259  {1,1,0}     35    1
39   1126   159   160  0.610547  {0,2,0}     37    0
103  1132   117   118  0.027507  {1,1,0}     39    1
14   1135    81    89  0.663098  {1,1,0}     34    1
108  1155   221   222  0.446282  {1,0,0}     27    1
124  1156    80    81  0.240858  {0,1,0}     27    1
67   1159    62    63  0.501926  {0,2,0}     31    1
48   1162   132   133  0.782815  {1,1,0}     21    1
80   1166   244   253  0.500298  {0,1,1}     33    1
94   1191    36    39  0.041703  {0,2,0}     21    0
126  1208   225   226  0.956773  {0,3,0}     39    1
41   1229    66    93  0.325699  {0,1,1}     36    1
15   1235    83    84  0.359776  {0,3,0}     22    0
32   1243    89    90  0.654042  {0,2,0}     39    1
3    1244   233   234  0.532919  {0,2,0}     26    0
18   1248    26    28  0.486277  {1,1,0}     30    1
105  1250   164   165  0.630939  {0,1,0}     30    0
13   1263   115   116  0.668363  {0,3,0}     32    0
92   1265    90    92  0.258765  {0,2,0}     32    1
98   1266   201   202  0.756970  {0,3,0}     22    1
5    1267    59    72  0.481292  {0,2,0}     22    1
22   1274   227   229  0.189203  {0,2,0}     32    0
77   1281    43    44  0.192677  {0,1,0}     24    1
31   1287   228   230  0.826707  {0,3,0}     30    1
52   1307     9    34  0.098853  {0,1,1}     23    1
76   1320    36    38  0.501878  {0,2,0}     37    1
53   1331   146   147  0.904091  {1,0,0}     26    1
58   1332   174   189  0.241550  {0,1,1}     32    1
83   1348     2    14  0.284261  {0,1,1}     29    1
36   1349   244   245  0.465459  {1,3,0}     27    1
43   1358    54    55  0.844338  {1,0,0}     28    1
61   1421   210   211  0.880616  {1,0,0}     28    1
42   1429    78    79  0.589093  {0,2,0}     30    1
127  1429     7     8  0.623814  {0,2,0}     39    1
