map EGL-G2-C
fac 5 10 {0,171,9,13,34}
hosp 1 {0}
n_ALS 5 1 {2:0,2:9,1:13}
n_BLS 19 1 {4:0,3:171,3:9,6:13,3:34}
n_CLS 10 0 {2:0,2:171,3:9,1:13,2:34}
      c_m  head  tail      c_af      c_d  c_tau  c_h
38     62    90    91  0.746795  {0,3,0}     37    1
82     66   170   174  0.054075  {1,3,0}     31    1
93     85   197   200  0.210924  {0,3,0}     21    1
15     93   226   227  0.601739  {0,3,0}     29    1
51    143    10    11  0.669599  {1,0,0}     28    1
20    230   208   210  0.037537  {0,0,1}     21    1
56    239   213   214  0.307938  {0,3,0}     30    1
42    261    37    75  0.259558  {1,1,0}     24    1
68    281   142   143  0.536374  {0,2,0}     22    0
28    294    85   101  0.984340  {0,2,0}     29    0
78    322    27    30  0.670427  {0,1,0}     37    1
13    393    95    99  0.146894  {0,1,0}     37    1
14    420    53    55  0.061627  {0,1,0}     31    1
3     485   242   243  0.398379  {0,3,0}     40    0
18    498   184   188  0.483801  {0,2,0}     26    0
16    503   193   194  0.110306  {0,3,0}     28    1
83    510   246   247  0.101499  {1,1,0}     37    1
110   537    74    76  0.012659  {0,2,0}     27    0
117   538    22    24  0.196714  {1,1,0}     31    1
19    544    28    29  0.934833  {0,1,0}     30    1
122   550   227   233  0.363216  {0,2,0}     22    0
81    551   175   176  0.631132  {0,2,0}     35    1
72    565   125   152  0.598468  {0,2,0}     24    1
86    591   164   169  0.510191  {1,1,0}     38    1
127   615     7     8  0.358202  {0,2,0}     34    0
115   624   193   246  0.176748  {0,2,0}     25    0
73    624    10    41  0.008465  {0,0,1}     35    0
31    629   181   182  0.161206  {1,0,0}     27    1
44    635   206   207  0.514503  {0,2,0}     37    1
36    645   197   200  0.498176  {0,1,0}     26    0
67    652    76    77  0.223780  {0,1,0}     28    1
104   654    97   115  0.581883  {1,0,0}     20    1
71    656    37    75  0.024262  {0,2,0}     37    1
95    660   204   206  0.600449  {1,1,0}     37    1
10    681    67    69  0.188586  {0,2,0}     40    0
26    688   117   121  0.721824  {1,1,0}     20    1
37    699    59    72  0.195420  {0,1,0}     38    1
58    727   236   238  0.140416  {0,1,0}     35    0
109   744    66    92  0.083006  {1,1,0}     40    1
45    775   159   161  0.240724  {0,2,0}     33    0
126   775     9    10  0.510202  {0,1,0}     35    1
75    793    39    52  0.237675  {0,1,1}     36    1
97    805   204   205  0.173660  {1,0,0}     34    1
70    813    14    15  0.567813  {1,0,0}     29    1
74    813   216   217  0.276506  {0,1,0}     21    0
85    822   236   238  0.309894  {1,1,0}     20    1
124   826   168   176  0.446657  {0,2,0}     29    0
11    829   210   215  0.396506  {0,1,1}     20    1
57    831   204   206  0.408021  {1,1,0}     24    0
62    831   203   204  0.239994  {0,2,0}     23    1
125   832    40    41  0.920733  {0,1,0}     40    0
112   836   248   249  0.670141  {0,1,0}     28    1
32    840    16    17  0.770183  {0,1,1}     38    1
29    849    99   132  0.811147  {1,0,0}     24    1
87    851   251   254  0.912433  {1,0,0}     35    1
63    871   184   188  0.560132  {1,0,0}     35    1
4     873    27    28  0.399549  {0,2,0}     37    0
12    879   163   167  0.394113  {1,1,0}     34    1
80    882    47    64  0.993338  {1,1,0}     20    1
65    882    89    90  0.789055  {0,1,1}     26    0
0     887   188   189  0.330440  {0,3,0}     32    0
39    889   186   198  0.028446  {0,2,0}     35    1
106   892    39    73  0.838824  {1,3,0}     40    1
